parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
vaccino,"['bovino, di mucca, di vacca', 'prodotto impiegato per conferire resistenza specifica a una determinata malattia infettiva']","['vac', 'ci', 'no']",vaccìno, /vatˈʧino/,"['aggettivo', 'sostantivo maschile']","['vaccino autolisato', 'vaccino autologo', 'vaccino trivalente', 'vaccino, vaccinazione antipolio']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaccino100
vaccinoprofilassi,"[""MEDICINA  --  profilassi attuata con l'impiego di vaccini, vaccinoterapia""]","['vac', 'ci', 'no', 'pro', 'fi', 'las', 'si']",vaccinoprofilàssi," /vat,ʧinoprofiˈlassi/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaccinoprofilassi100
vaccinostilo,"['MEDICINA  --  strumento appuntito, a forma di lancetta, impiegato per la vaccinazione antivaiolosa, per le cutireazioni diagnostiche delle malattie allergiche e, talora, per scarificazioni cutanee per pratiche diagnostiche, profilattiche o terapeutiche']","['vac', 'ci', 'no', 'sti', 'lo']",vaccinostìlo," /vat,ʧinosˈtilo/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaccinostilo100
vaccinoterapia,"[""MEDICINA  --  terapia attuata, con l'impiego di vaccini""]","['vac', 'ci', 'no', 'te', 'ra', 'pi', 'a']",vaccinoterapìa," /vat,ʧinoteraˈpia/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaccinoterapia100
vacillamento,['il vacillare'],"['va', 'cil', 'la', 'men', 'to']",vacillaménto, /vaʧillaˈmento/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacillamento100
vacillante,['participio presente di vacillare nei significati del verbo'],"['va', 'cil', 'lan', 'te']",vacillànte, /vaʧilˈlante/,['participio presente e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacillante100
vacillare,"['muoversi in qua e in là, accennando a cadere', 'in senso figurato venire meno; essere incerto']","['va', 'cil', 'la', 're']",vacillàre, /vaʧilˈlare/,['verbo intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacillare100
vacillato,['participio passato di vacillare nei significati del verbo'],"['va', 'cil', 'la', 'to']",vacillàto, /vaʧilˈlato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacillato100
vacillo,"['ARCAICO  --  vacillante, instabile']","['va', 'cil', 'lo']",vacìllo, /vaˈʧillo/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacillo100
vacui,['Solo alcune locuzioni'],"['va', 'cui']",vàcui, /ˈvakwi/,[' '],['horror vacui'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacui100
vacuista,"[""FILOSOFIA  --  relativo alle dispute scientifiche sull'esistenza del vuoto ipotesi vacuista"", 'FILOSOFIA  --  seguace, sostenitore del vacuismo']","['va', 'cu', 'i', 'sta']",vacuìsta, /vakuˈista/,"['aggettivo', 'sostantivo maschile e femminile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuista100
vacuita,"[""l'essere vacuo specialmente in senso figurato""]","['va', 'cu', 'i', 'ta']",vacuità, /vakuiˈta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuita100
vacuo,"[""LETTERARIO  --  vuoto, privo, mancante per lo più in senso figurato al Conte significassero, lei avergli vacua … lasciata la possessione [Boccaccio] | le file sempre restavano intere e niuno luogo era di combattitori vacuo, eccetto che la fila ultima Machiavelli | l'essere vacuo da ogni piacere o dispiacere, importa essere pieno di noia Leopardi"", 'FIGURATO  --  che è privo o povero di sentimenti, idee, principi, significato e simili mente vacua di pensieri | mente vacua di idee | cervello vacuo | animo vacuo di qualsiasi nobile sentimento | discorsi vacui | vita vacua e frivola', 'FIGURATO  --  che è privo di tono ed espressione; inespressivo occhi vacui | sguardo vacuo', ""FIGURATO  --  di persona: privo di idee, di sentimenti, passioni, qualità morali, doti intellettuali persona vacua | ragazzo vacuo | vedere adunque dovevi amore essere una passione accecatrice dell'animo, … genitrice de' vizi e abitatrice de' vacui petti [Boccaccio]"", 'FIGURATO  --  di cosa: futile, privo di contenuto, inconsistente discorsi vacui | concetti vacui | promesse vacue | speranze vacue | una società vacua', ""RARO  --  il vuoto; spazio vuoto, parte vuota di qualcosa, soprattutto nel linguaggio scientifico e in usi letterari (anche in senso figurato) roccia ricca di vacui | il vacuo formato nell'intercapedine | roccia ricca di vacui | nel loro animo c'è il vacuo | nelle loro menti c'è il vacuo | il vacuo della macchina pneumatica | per riempier meglio questo vacuo [Vasari] | non vi resti alcun vacuo, il quale farebbe venir l'opera scorretta [Cellini]"", 'STORIA ARMI  --   nelle artiglierie ad avancarica: il vano che stava tra il proiettile sferico e la camera a polvere', 'primo elemento di composti, specialmente della terminologia scientifica, formati modernamente, col significato di vuoto, che si riferisce al vuoto vacuometro | vacuoscopio | vacuostato']","['va', 'cu', 'o']",vàcuo, /ˈvakuo/,"['aggettivo', 'sostantivo maschile', 'prefisso']","['speranze vacue', 'promesse vacue', 'sguardo vacuo', 'società vacua', 'concetti vacui']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuo100
vacuolare,"['che riguarda i vacuoli, caratterizzato dalla presenza di vacuoli']","['va', 'cu', 'o', 'la', 're']",vacuolàre, /vakuoˈlare/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuolare100
vacuolizzato,"['participio passato di vacuolizzare nei significati del verbo', ""BIOLOGIA  --  detto di tessuto: che presenta vacuoli tra una cellula e l'altra o all'interno delle cellule stesse tessuto vacuolizzato | cellule vacuolizzate""]","['va', 'cu', 'o', 'liz', 'za', 'to']",vacuolizzàto, /vakuolidˈdzato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuolizzato100
vacuolo,"['BIOLOGIA  --  piccola cavità nel citoplasma delle cellule vegetali, contenente un fluido acquoso']","['va', 'cu', 'o', 'lo']",vacùolo, /vaˈkuolo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuolo100
vacuometro,"['FISICA METROLOGIA  --   adatto a misurare pressioni notevolmente inferiori a quella atmosferica normale, usato specialmente per la misura della pressione residua in un recipiente o in un condotto in cui sia stato fatto il vuoto vacuometri meccanici | vacuometri elettrici']","['va', 'cu', 'o', 'me', 'tro']",vacuòmetro, /vakuˈɔmetro/,['sostantivo maschile'],"['vacuometro a compressione', 'vacuometro a conducibilità termica', 'vacuometro a ionizzazione']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuometro100
vacuoscopio,['FISICA  --  dispositivo che fornisce indicazioni quantitative approssimative su pressioni inferiori a quella normale atmosferica'],"['va', 'cu', 'o', 'sco', 'pio']",vacuoscòpio, /vakuosˈkɔpjo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuoscopio100
vacuostato,"[""dispositivo per regolare in automatico l'azione di una pompa che genera il vuoto""]","['va', 'cu', 'o', 'sta', 'to']",vacuòstato, /vakuˈɔstato/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuostato100
vacuumterapia,['metodo di fisioterapia per sollecitare la circolazione venosa e linfatica'],"['va', 'cu', 'um', 'te', 'ra', 'pi', 'a']",vacuumterapìa," /,vakuumteraˈpia/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vacuumterapia100
vademecum,['manuale tascabile contenente notizie utili'],"['va', 'de', 'me', 'cum']",vademècum, /vadeˈmɛkum/,['sostantivo maschile'],"['assegno a copertura garantita o certificato, a taglio limitato, vademecum']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vademecum100
vado,"[""variante arcaica e letteraria di guado (anche in senso figurato) un amico penser le mostra il vado [Petrarca] | stava nel vado limoso la carena immota [D'Annunzio]""]","['va', 'do']",vàdo, /ˈvado/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vado100
vafer,['variante grafica di wafer'],"['va', 'fer']",vàfer, /ˈvafer/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vafer100
vaffa,['accorciativo eufemistico di vaffanculo; anche sostantivato'],"['vaf', 'fa']",vàffa, /ˈvaffa/,['interiezione'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaffa100
vaffanculo,"[""VOLGARE  --  espressione ingiuriosa rivolta a chi infastidisce, annoia o comunque non si sopporta, che esprime sdegnoso disprezzo, rabbiosa impazienza, profonda irritazione, richiesta perentoria di non essere più importunato e simili; talvolta si abbrevia ‘fanculo; a volte, per attenuarne la volgarità, si usa la forma accorciata vaff! o vaffa! o vàffan! (anche sostantivato invariabile) vaffanculo, smettila di rompere! | ma vaffanculo, m'hai proprio seccato! | gli rispose con un vaffanculo | «Chiedimi subito scusa!» — «Vaffanculo!» | si allontanò con un vaffan mormorato tra i denti"", ""VOLGARE  --  espressione di stizza, forte dispetto e contrarietà (anche sostantivato invariabile) vaffanculo ho forato una gomma! | ha staccato un vaffanculo dietro l'altro | ho perso il treno, vaffanculo!""]","['vaf', 'fan', 'cu', 'lo']",vaffancùlo, /vaffanˈkulo/,['interiezione'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaffanculo100
vagabondaggine,"[""l'essere vagabondo""]","['va', 'ga', 'bon', 'dag', 'gi', 'ne']",vagabondàggine, /vagabonˈdadʤine/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagabondaggine100
vagabondaggio,"['il vagabondare; vita di chi fa il vagabondo', ""la piaga sociale rappresentata dall'esistenza di molti vagabondi""]","['va', 'ga', 'bon', 'dag', 'gio']",vagabondàggio, /vagabonˈdadʤo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagabondaggio100
vagabondare,['fare il vagabondo; andare vagando per diporto'],"['va', 'ga', 'bon', 'da', 're']",vagabondàre, /vagabonˈdare/,['verbo intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagabondare100
vagabondo,['che va errando qua e là'],"['va', 'ga', 'bon', 'do']",vagabóndo, /vagaˈbondo/,['aggettivo e sostantivo maschile'],['paesi fecondi rendon molti vagabondi'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagabondo100
vagale,['ANATOMIA  --  relativo al nervo vago innervazione vagale | riflesso vagale | sistema vagale | tono vagale'],"['va', 'ga', 'le']",vagàle, /vaˈgale/,['aggettivo'],"['innervazione vagale', 'riflesso vagale', 'tono o ipertono vagale']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagale100
vagamondo,"['giramondo, girovago, vagabondo']","['va', 'ga', 'mon', 'do']",vagamóndo," /,vagaˈmondo/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagamondo100
vagante,['che vaga'],"['va', 'gan', 'te']",vagànte, /vaˈgante/,['aggettivo e sostantivo femminile'],['alluvioni vaganti'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagante100
vagantivo,"[""REGIONALE  --  nell'uso meridionale, detto di terreno: libero, incolto"", ""REGIONALE  --  nell'uso meridionale, detto di persona: celibe, nubile"", ""REGIONALE  --  nell'uso meridionale, detto di donna o di femmina di animali: sterile"", 'DIRITTO  --  diritto di caccia, di pesca e di raccolta delle canne, esercitato in passato come uso civico nelle zone paludose del Veneto, attualmente abolito analogamente a quanto è avvenuto per gli altri usi civici']","['va', 'gan', 'ti', 'vo']",vagantìvo, /vaganˈtivo/,"['aggettivo', 'sostantivo maschile']","['pascolo vagantivo', 'pesca vagantiva', 'pescatore vagantivo']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagantivo100
vaganza,"['ARCAICO  --  moto fluttuante ed errabondo la sua mente era così libera, così in vacanza e in vaganza [Sciascia]']","['va', 'gan', 'za']",vagànza, /vaˈgantsa/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaganza100
vagare,['andare qua e là senza meta anche in senso figurato'],"['va', 'ga', 're']",vagàre, /vaˈgare/,['verbo intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagare100
vagato,['participio passato di vagare nei significati del verbo'],"['va', 'ga', 'to']",vagàto, /vaˈgato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagato100
vagheggiamento,['il vagheggiare'],"['va', 'gheg', 'gia', 'men', 'to']",vagheggiaménto, /vagedʤaˈmento/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagheggiamento100
vagheggiare,"['contemplare con compiacenza, amore, desiderio', 'immaginare con amore e desiderio', 'LETTERARIO  --  ammirarsi, contemplarsi con compiacimento', ""le fonti ov'ora / spesso ti specchi e forse ti vagheggi Tasso | le vostre donne … / ne gli specchi de i Lucchesi / le si possan vagheggiare [Carducci]""]","['va', 'gheg', 'gia', 're']",vagheggiàre, /vagedˈʤare/,"['verbo transitivo', 'verbo pronominale intransitivo']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagheggiare100
vagheggiato,"['participio passato di vagheggiare nei significati del verbo', 'che è oggetto di vagheggiamento']","['va', 'gheg', 'gia', 'to']",vagheggiàto, /vagedˈʤato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagheggiato100
vagheggiatore,['chi vagheggia'],"['va', 'gheg', 'gia', 'to', 're']",vagheggiatóre, /vagedʤaˈtore/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagheggiatore100
vagheggino,['chi fa il galante con le donne'],"['va', 'gheg', 'gi', 'no']",vagheggìno, /vagedˈʤino/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagheggino100
vaghezza,"[""l'essere vago, leggiadro"", ""letterario l'essere indeterminato"", 'voglia, desiderio capriccioso']","['va', 'ghez', 'za']",vaghézza, /vaˈgettsa/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaghezza100
vagile,"['BIOLOGIA  --  detto di organismo: capace di spostarsi, di migrare, non fissato a un substrato animali acquatici vagili']","['va', 'gi', 'le']",vàgile, /ˈvaʤile/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagile100
vagina,"[""ARCAICO  --  guaina, fodero della spada o del pugnale corse la mano / sovra la spada, e dalla gran vagina / traendo e' la venia [Monti]"", 'FIGURATO LETTERARIO  --   involucro, rivestimento sì come Marsïa traesti / de la vagina de le membra sue [Dante]', ""ANATOMIA  --  organo copulatore femminile, costituito da un canale muscolo-membranoso esteso dalla vulva all'utero"", 'PER ESTENSIONE  --  vulva', 'BOTANICA  --  la foglia che involge la spiga dei cereali prima che fiorisca']","['va', 'gi', 'na']",vagìna, /vaˈʤina/,['sostantivo femminile'],"['colonne della vagina', 'vagina setta']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagina100
vaginale,"['relativo alla vagina', 'relativo al rivestimento che circonda il testicolo']","['va', 'gi', 'na', 'le']",vaginàle, /vaʤiˈnale/,['aggettivo e sostantivo femminile'],"['suppositorio vaginale', 'anello vaginale']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaginale100
vaginalite,['MEDICINA  --  infiammazione della tonaca vaginale del testicolo'],"['va', 'gi', 'na', 'li', 'te']",vaginalìte, /vaʤinaˈlite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaginalite100
vaginite,['MEDICINA  --  infiammazione della vagina'],"['va', 'gi', 'ni', 'te']",vaginìte, /vaʤiˈnite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vaginite100
vagire,"['piangere, di bambini lattanti', 'in senso figurato essere ai primordi']","['va', 'gi', 're']",vagìre, /vaˈʤire/,['verbo intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagire100
vagito,"['pianto dei bambini lattanti', ""in senso figurato la prima manifestazione di un'arte, una civiltà, ecc.""]","['va', 'gi', 'to']",vagìto, /vaˈʤito/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=vagito100
