parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
half-duplex,"[""TELECOMUNICAZIONI VOCE INGLESE  --   in una trasmissione seriale, collegamento effettuato con un solo canale e che permette, alternativamente, l'invio di informazioni nei due sensi""]","['half-du', 'plex']",half–duplex," /,alfˈdupleks/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=half-duplex100
halibut,"[""ITTIOLOGIA  --  nome comune dei pesci Pleuronettidi del genere Ippoglosso specialmente dell'Hippoglossus hippoglossus""]","['ha', 'li', 'but']",hàlibut, /ˈalibut/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=halibut100
halite,"[""MINERALOGIA  --  variante grafica di alite, nell'accezione di salgemma""]","['ha', 'li', 'te']",halìte, /aˈlite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=halite100
hall,"[""VOCE INGLESE  --  grande atrio, salone, vestibolo, ingresso, specialmente di locali pubblici o di case signorili ci vediamo nella hall dell'albergo | il rinfresco avrà luogo nella hall del teatro"", 'MARINERIA  --  tipo di ancora utilizzato dalle navi con una robusta marra incernierata al diamante e due patte tozze']",['hall'],hall, /ˈol/,['sostantivo femminile'],"['wattmetro a effetto Hall e wattmetro a magnetoresistenza', ""hall d'ingresso""]",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hall100
hallali,"['ARCAICO  --  antico grido di caccia, usato come incitamento nelle battute di caccia a cavallo in Francia, specialmente nella caccia al cervo']","['hal', 'la', 'li']",hallalì, /allaˈli/,['interiezione'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hallali100
halle,"['VOCE FRANCESE  --  mercato coperto; in particolare usato al plurale, les halles, per indicare i mercati generali di Parigi fino al 1968, ora demoliti, che si trovavano nel quartiere latino']","['hal', 'le']",halle, /ˈal/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=halle100
hallesismo,['ECONOMIA  --  sistema teorico di pagamento internazionale'],"['hal', 'le', 'si', 'smo']",hallesìsmo, /alleˈzizmo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hallesismo100
hallo,"['VOCE INGLESE  --  formula di saluto amichevole e familiare usato quando ci si incontra; anche come richiamo', 'VOCE INGLESE  --  formula con cui si risponde al telefono']","['hal', 'lo']",hallo, /alˈlɔ/,['interiezione'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hallo100
hamada,"[""GEOGRAFIA VOCE ARABA  --   deserto di roccia talvolta levigata e modellata dall'azione erosiva dei venti cosparsa di numerosi frammenti grossolani e aguzzi prodotti dall'erosione, tipico del Sahara; si contrappone al serir che invece è un deserto ciottoloso, e all'erg che è il classico deserto sabbioso""]","['ha', 'ma', 'da']",hamada, /aˈmada/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hamada100
hamburger,"['GASTRONOMIA VOCE INGLESE GASTRONOMIA PER ESTENSIONE  --   medaglione piatto di carne tritata e speziata, cotto alla griglia, sulla piastra o in padella, specialmente servito in un panino tondo, soffice con salsa ketchup o senape, cipolla, formaggio, ecc.   il panino imbottito con tale polpetta che si consuma nei fast food specialmente con contorno di patate fritte']","['ham', 'bur', 'ger']",hamburger, /amˈburger/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hamburger100
hamiltoniano,['detto di un sistema di equazioni che interviene nella meccanica analitica funzione hamiltoniana'],"['ha', 'mil', 'to', 'nia', 'no']",hamiltoniàno, /amiltoˈnjano/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hamiltoniano100
hammerless,['ARMI VOCE INGLESE  --   fucile da caccia a cani interni'],"['ham', 'mer', 'less']",hammerless, /ˈammerles/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hammerless100
hamster,"['ZOOLOGIA  --  altro nome del criceto (Cricetus cricetus)', 'ABBIGLIAMENTO  --  pelliccia fatta con pelli di criceto']","['ham', 'ster']",hamster, /ˈamster/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hamster100
handball,['SPORT VOCE INGLESE  --   lo stesso che pallamano'],"['hand', 'ball']",handball, /ˈɛndbol/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=handball100
handicap,"[""SPORT VOCE INGLESE  --   nell'ippica e in altri sport, svantaggio in peso o in distanza dato ai cavalli, o ai concorrenti, favoriti per rendere pari le possibilità di vittoria tra tutti i partenti; cosa a handicap anche in funzione aggettivale gara handicap"", 'SPORT PER ESTENSIONE VOCE INGLESE  --    il vantaggio o lo svantaggio assegnato in questo tipo di competizioni', ""FIGURATO VOCE INGLESE  --   svantaggio iniziale, condizione sfavorevole avere un handicap | ha l'handicap della scarsa memoria | superare un handicap | avere l'handicap della timidezza | handicap tecnologico | la balbuzie è sempre stata il suo handicap | la mancanza di un titolo di studio è sempre stata per lui un grave handicap | sul lavoro l'emotività è un grave handicap"", 'VOCE INGLESE  --  menomazione fisica, mentale, sensoriale che rende difficile il normale inserimento nella società o in alcune sue manifestazioni portatore di handicap']","['han', 'di', 'cap']",handicap," /ˈɛndikap/, /ˈandikap/",['sostantivo maschile'],"['portatore di handicap', 'handicap ascendente']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=handicap100
handicappare,"['SPORT RARO  --   nelle gare sportive, gravare i concorrenti con un handicap', 'FIGURATO  --  danneggiare, mettere difficoltà o in condizione di svantaggio, di inferiorità la sua natura volubile lo handicappa notevolmente']","['han', 'di', 'cap', 'pa', 're']",handicappàre," /endikapˈpare/, /andikapˈpare/",['verbo transitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=handicappare100
handicappato,"['participio passato di handicappare', 'SPORT  --  gravato da un handicap, da una penalizzazione', ""FIGURATO  --  che, chi si trova in una situazione di svantaggio, d'inferiorità rispetto agli altri si sente handicappato dalla sua obesità"", ""MEDICINA  --  che, chi è affetto da una menomazione fisica o psichica; disabile bambini handicappati | provvedimenti, leggi a favore degli handicappati | un bambino handicappato | assistenza agli handicappati | persona handicappata | l'inserimento degli handicappati"", 'PER ESTENSIONE SPREGIATIVO  --   come insulto, imbranato, tonto, impedito']","['han', 'di', 'cap', 'pa', 'to']",handicappàto," /endikapˈpato/, /andikapˈpato/","['participio passato e aggettivo', 'aggettivo e sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=handicappato100
handicapper,"[""SPORT VOCE INGLESE  --   nell'ippica, giudice che determina le condizioni delle corse a handicap regolando i pesi o le distanze aggiunte tra i concorrenti di una gara a handicap""]","['han', 'di', 'cap', 'per']",handicapper, /endiˈkɛpper/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=handicapper100
handling,"[""AVIAZIONE  --  complesso di servizi aventi lo scopo di soddisfare le esigenze dell'assistenza a terra, agli aerei e ai passeggeri, durante la sosta negli aeroporti, come il carico, lo scarico, la pulizia e il rifornimento degli aerei"", 'TECNOLOGIA  --  lo stesso che movimentazione']","['han', 'dling']",handling, /ˈɛndling/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=handling100
hangar,"['AGRICOLTURA  --  tettoia, rimessa, capannone usata per il deposito del raccolto e degli attrezzi', 'AVIAZIONE  --  lo stesso che aviorimessa']","['han', 'gar']",hangar, /ˈangar/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hangar100
hanseniano,"['MEDICINA  --  relativo al mordo di Hansen; lebbra', 'MEDICINA  --  che, chi è affetto dal mordo di Hansen; lebbroso']","['han', 'se', 'nia', 'no']",hanseniàno, /anseˈnjano/,"['aggettivo', 'aggettivo e sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hanseniano100
hapax,"[""LINGUISTICA  --  parola, locuzione o espressione di cui esiste un solo esempio nella letteratura di una lingua, in un testo o nell'opera di un autore; forma ellittica di hapax legomenon gli hapax omerici | gli hapax di Dante""]","['ha', 'pax']",hàpax, /ˈapaks/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hapax100
happening,"[""TEATRO VOCE INGLESE  --   forma di spettacolo d'avanguardia basato sull'improvvisazione degli artisti e sul coinvolgimento del pubblico nella rappresentazione ieri sera ho partecipato a un happening al teatro Alfieri"", ""PER ESTENSIONE VOCE INGLESE  --   manifestazione, festa, ritrovo estemporaneo, senza un programma prestabilito il cui svolgimento è lasciato all'iniziativa e all'improvvisazione dei partecipanti per la mia festa ho organizzato un happening anche con funzione appositiva festa happening | raduno happening | manifestazione happening""]","['hap', 'pe', 'ning']",happening, /ˈɛppening/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=happening100
happy,['Solo alcune locuzioni'],"['hap', 'py']",happy, /ˈɛppi/,[' '],['happy end'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=happy100
harakiri,"['STORIA VOCE GIAPPONESE  --   suicidio rituale compiuto squarciandosi il ventre con una spada, tradizionale nella casta dei samurai, come gesto di protesta, per un grave lutto o simili', 'FIGURATO VOCE GIAPPONESE  --   azione o comportamento autolesionistico con cui qualcuno causa a sé stesso gravi danni economici, morali']","['ha', 'ra', 'ki', 'ri']",harakiri, /araˈkiri/,['sostantivo maschile'],['fare harakiri'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=harakiri100
hard,"['VOCE INGLESE  --  che ha toni aspri, forti, duri, pesanti, violenti atteggiamento hard | film hard | scena hard | musica hard | erotismo hard | uno stile hard', 'VOCE INGLESE  --  ellissi di hard-core, pornografico una scena hard', ""VOCE INGLESE  --  ellissi di hard-discount questo all'hard costa meno di quanto l'hai pagato tu"", 'INFORMATICA VOCE INGLESE  --   di struttura, collegamento e simili, permanente, fisso, non modificabile tramite operazioni di un sistema operativo']",['hard'],hard, /ˈard/,['aggettivo'],"['hard disk', 'film hard', 'hard cover', 'disco rigido o hard disk']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hard100
hardware,"[""INFORMATICA VOCE INGLESE  --   nei calcolatori elettronici, l'insieme dei dispositivi fisici, meccanici, elettrici ed elettronici; si contrappone al software sigla HW;"", 'PER ESTENSIONE VOCE INGLESE  --   Complesso delle macchine e delle apparecchiature che necessari per una determinata attività']","['hard', 'wa', 're']",hardware, /ˈardwer/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hardware100
harem,"['VOCE TURCA  --  nei paesi musulmani, la parte della casa riservata a donne e bambini, analogo al gineceo degli antichi Greci', ""VOCE TURCA  --  nei paesi musulmani, l'insieme delle donne che abitano un harem"", ""PER ESTENSIONE SCHERZOSO VOCE TURCA  --    l'insieme delle donne con cui un uomo ha contemporaneamente relazioni amorose"", 'ETOLOGIA PER ESTENSIONE VOCE TURCA  --    gruppo di femmine con i loro piccoli sulle quali un maschio adulto possiede i diritti esclusivi di accoppiamento, caratteristico delle specie poliginiche']","['ha', 'rem']",harem, /ˈarem/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=harem100
harmoniphon,"['MUSICA  --  piccolo armonium portatile, diffuso nel XIX secolo, i cui mantici venivano azionati soffiando attraverso un tubo flessibile']","['har', 'mo', 'ni', 'phon']",harmoniphón, /arˈmɔnifon/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=harmoniphon100
harmonium,['variante grafica di armonium'],"['har', 'mo', 'nium']",harmònium, /arˈmɔnjum/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=harmonium100
harrier,"['CINOFILIA  --  razza di segugi inglesi da lepre, con pelo liscio pezzato bianco, nero o marrone chiaro', 'CINOFILIA PER ESTENSIONE  --   ogni cane di tale razza']","['har', 'rier']",harrier, /ˈɛrrjer/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=harrier100
hascisc,['stupefacente a effetto rilassante e blandamente allucinogeno ricavato dalle resine dei germogli della canapa indiana (Cannabis sativa indica) che viene consumato specialmente fumandolo puro o più spesso mescolato a tabacco'],"['ha', 'scisc', '']","hàscisc, hascìsc"," /ˈaʃʃiʃ/, /aʃˈʃiʃ/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hascisc100
hashish,['variante grafica di hascisc'],"['ha', 'shish', '']","hàshish, hashìsh"," /ˈaʃʃiʃ/, /aʃˈʃiʃ/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hashish100
haute,"['VOCE FRANCESE  --  alta società, aristocrazia']","['hau', 'te']",haute, /ˈot/,['sostantivo femminile'],['haute couture'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=haute100
haute-couture,['ABBIGLIAMENTO VOCE FRANCESE  --   alta moda'],"['hau', 'te-cou', 'tu', 're']",haute–couture," /,otkuˈtur/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=haute-couture100
hawaiano,"['delle isole Hawaii costume hawaiano | camicia hawaiana | musica hawaiana | chitarra hawaiana', 'nativo o abitante delle isole Hawaii', 'LINGUISTICA  --  lingua polinesiana parlata nelle isole Hawaii']","['ha', 'wa', 'ia', 'no']",hawaiàno," /avaˈjano/, /awaˈjano/","['aggettivo', 'sostantivo maschile']","['camicia hawaiana', 'chitarra hawaiana', 'fase hawaiana']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hawaiano100
hawaii,"['nome di un arcipelago del Pacifico meridionale, uno degli stati facenti parte degli Stati Uniti']","['ha', 'waii']",Hawaii, /aˈwaj/,['sostantivo femminile plurale'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hawaii100
hazard,"['AUTOVEICOLI  --  lo stesso che blinker', ""SPORT  --  nel golf, ostacolo naturale tra una buca e un'altra"", ""ECONOMIA  --  percentuale di rischio che un determinato evento coperto da assicurazione si verifichi, dovuto alla mancanza di attenzione da parte di chi ha stipulato l'assicurazione""]","['ha', 'zard']",hazard, /ˈaddzard/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hazard100
he,"[""a seconda del contesto e dell'intonazione esprime rassegnazione, dubbio, incertezza o, meno spesso stupore, meraviglia"", ""CHIMICA  --  simbolo chimico dell'elio""]",['he'],hè," /ˈɛ/, /ˈe/","['interiezione', 'simbolo']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=he100
headline,"['GIORNALISMO VOCE INGLESE  --   titolo o sottotitolo di un articolo di giornale, stampato con grandi caratteri, anche testata di giornale', ""PUBBLICITÀ VOCE INGLESE  --   il motivo centrale di una campagna pubblicitaria, ricorrente specialmente negli slogan che riassume in modo conciso il tema della campagna ed è stampato in modo da attirare efficacemente l'attenzione del pubblico""]","['head', 'li', 'ne']",headline," /,ɛdˈlajn/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=headline100
hearing,"[""POLITICA  --  nel linguaggio parlamentare, indagine conoscitiva svolta attraverso l'audizione di persone in grado di fornire elementi utili ai fini dell'indagine stessa""]","['hea', 'ring']",hearing, /ˈiring/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hearing100
heavy,['Solo alcune locuzioni'],"['hea', 'vy']",heavy, /ˈhɛvi/,[' '],['heavy metal'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=heavy100
hegeliano,"['FILOSOFIA  --  relativo a Georg Wilhelm Friedrich Hegel, alle sue opere e alla sua dottrina filosofica pensiero hegeliano', 'che, chi segue, si ispira a, o studia la dottrina e le opere filosofica di Georg Wilhelm Friedrich Hegel']","['he', 'ge', 'lia', 'no']",hegeliàno, /egeˈljano/,"['aggettivo', 'aggettivo e sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hegeliano100
hegelismo,['FILOSOFIA  --  la filosofia di Georg Wilhelm Friedrich Hegel e la dottrina o corrente di pensiero che si ispira o è riconducibile a tale filosofia'],"['he', 'ge', 'li', 'smo']",hegelìsmo, /egeˈlizmo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hegelismo100
hei,['variante grafica di ehi'],['hei'],héi, /ˈej/,['interiezione'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hei100
heideggeriano,"['FILOSOFIA  --  relativo a Martin Heidegger, alle sue opere e alla sua filosofia', 'FILOSOFIA  --  seguace o studioso del filosofo Martin Heidegger']","['hei', 'deg', 'ge', 'ria', 'no']",heideggeriàno, /ajdeggeˈrjano/,"['aggettivo', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=heideggeriano100
helmholtz,['Solo alcune locuzioni'],"['helm', 'holtz']",Helmholtz, /helmˈholts/,[' '],"['stereoscopio a specchi o di Helmholtz', 'stereoscopio a specchi o di Helmholtz', 'stereoscopio a specchi o di Helmholtz', 'teoria cromatica di James Clerk Maxwell e Herman Ludwig Ferdinand Von Helmholtz']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=helmholtz100
hem,['variante grafica di ehm'],['hem'],hem, /ˈm/,['interiezione'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hem100
henna,['variante grafica di henné'],"['hen', 'na']",hènna, /ˈɛnna/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=henna100
henne,"[""BOTANICA  --  nome comune della pianta Lawsonia inermis della famiglia delle Borraginacee, dai piccoli fiori bianchi, rosati o rossi, dal profumo intenso, tipica dell'Arabia e coltivata soprattutto nei paesi orientali"", 'sostanza colorante ricavata dalle foglie della pianta Lawsonia inermis, usata per tingere di rosso i capelli, i tessuti e per la preparazione di cosmetici']","['hen', 'ne']",henné, /enˈne/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=henne100
hennin,"['STORIA  --  nei secoli XIV e XV, copricapo femminile costituito da un cappuccio rigido conico o a due coni rigidi ornati da veli fluttuanti; quello a due corni si dice anche sella']","['hen', 'nin']",hennìn, /enˈnɛn/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hennin100
henry,"[""METROLOGIA  --  unità di misura dell'induttanza elettrica corrispondente all'induttanza di un circuito (o mutua induzione rispetto a un secondo circuito) in cui una variazione di corrente di 1 ampere al secondo produce una forza elettromotrice indotta di 1 volt; simbolo H""]","['hen', 'ry']",hènry, /ˈɛnri/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=henry100
hermitiana,['MATEMATICA  --  ellissi per «matrice hermitiana»'],"['her', 'mi', 'tia', 'na']",hermitiàna, /ermiˈtjana/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=hermitiana100
