parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
quadra,"['MARINERIA  --  forma abbreviata di «vela quadra»', 'forma abbreviata di «parentesi quadra»', ""ARCAICO  --  quarta parte di cerchio o quarta parte del cielo configurato come un cerchio; quadrante da la prim'ora a quella che seconda, / come 'l sol muta quadra, l'ora sesta [Dante]"", 'ARCAICO  --  quartiere di una città, come quarta parte del suo territorio', 'ARCAICO  --  modo di essere, guisa, foggia, maniera, qualità fere saette in disdegnosa quadra Frescobaldi', ""REGIONALE  --  nell'uso dell'Italia centrale: parte o porzione di pane, di una torta, di una focaccia, di una piada ognuno in cerchio mangia le sue quadre [Pascoli]"", ""REGIONALE  --  nell'uso settentrionale: soluzione, modo di risolvere un problema complesso; quadratura trovare la quadra"", ""LETTERARIO  --  mensa, piatto, tagliere quadrato n'empiêr le quadre e ne colmâr gli altari [Caro]""]","['qua', 'dra']",quàdra, /ˈkwadra/,"['sostantivo femminile', 'sostantivo femminile', 'sostantivo femminile']","['dar la quadra', 'navigare alla quadra o a quadri', 'trovare la quadra']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadra100
quadrabile,['che si può quadrare o far quadrare'],"['qua', 'dra', 'bi', 'le']",quadràbile, /kwaˈdrabile/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrabile100
quadragenario,"[""RARO  --  che dura da quarant'anni"", ""RARO  --  che è durato quarant'anni"", ""RARO  --  che, chi ha quarant'anni; quarantenne""]","['qua', 'dra', 'ge', 'na', 'rio']",quadragenàrio, /kwadraʤeˈnarjo/,"['aggettivo', 'aggettivo e sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadragenario100
quadragesima,"['RARO  --  lo stesso, ma meno comune, che quaresima, ancora usato solo nella locuzione «domenica di quadragesima»']","['qua', 'dra', 'ge', 'si', 'ma']",quadragèsima, /kwadraˈʤɛzima/,['sostantivo femminile'],['domenica di quadragesima'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadragesima100
quadragesimale,['variante arcaica di quaresimale sendo il tempo quadragesimale nel quale la Chiesa comanda che sanza mangiare carne si digiuni Machiavelli'],"['qua', 'dra', 'ge', 'si', 'ma', 'le']",quadragesimàle, /kwadraʤeziˈmale/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadragesimale100
quadragesimo,"['LETTERARIO  --  quarantesimo (anche sostantivato) nel quadragesimo (giorno, anno) della sua morte | quadragesimo anniversario | nel quadragesimo giorno della scomparsa']","['qua', 'dra', 'ge', 'si', 'mo']",quadragèsimo, /kwadraˈʤɛzimo/,['aggettivo numerale ordinale'],"['quadragesimo primo', 'quadragesimo secondo', 'quadragesimo terzo', 'quadragesimo quarto', 'quadragesimo quinto', 'quadragesimo sesto', 'quadragesimo settimo', 'quadragesimo ottavo', 'quadragesimo nono']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadragesimo100
quadrangolare,"['GEOMETRIA  --  di quadrangolo, che ha forma di quadrangolo o base di quadrangolo una figura quadrangolare | forma quadrangolare | basamento quadrangolare | superficie quadrangolare | pietra quadrangolare | prisma quadrangolare | figura quadrangolare', 'SPORT  --  detto di incontro, gara, torneo, riunione sportiva e simili a cui partecipano quattro squadre di paesi, regioni o società diverse un incontro quadrangolare di pallavolo | riunione quadrangolare | un quadrangolare di calcio | il quadrangolare di Torino | incontro quadrangolare | un quadrangolare di pallanuoto | un quadrangolare di atletica leggera']","['qua', 'dran', 'go', 'la', 're']",quadrangolàre, /kwadrangoˈlare/,"['aggettivo', 'aggettivo e sostantivo maschile']",['fusto quadrangolare'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrangolare100
quadrangolo,['che ha quattro angoli'],"['qua', 'dran', 'go', 'lo']",quadràngolo, /kwaˈdrangolo/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrangolo100
quadrantale,"['RARO  --  relativo al quadrante, che concerne un quadrante, specialmente quello della bussola deviazione quadrantale', ""MARINERIA AVIAZIONE  --   deviazione dell'ago della bussola rispetto al nord magnetico; forma abbreviata di deviazione quarantale"", ""METROLOGIA  --  nell'antica Roma, misura per liquidi corrispondente a 80 libbre di vino, detta più comunemente anfora""]","['qua', 'dran', 'ta', 'le']",quadrantàle, /kwadranˈtale/,"['aggettivo', 'sostantivo femminile', 'sostantivo femminile']","['(deviazione) quadrantale', 'quota quadrantale']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrantale100
quadrante,"['GEOMETRIA  --  ciascuna delle quattro regioni in cui due assi ortogonali dividono il piano; ciascuna delle quattro parti in cui due diametri perpendicolari dividono un cerchio', 'scala graduata di uno strumento di misura', 'strumento astronomico a forma di quarto di cerchio, usato per misurare la distanza angolare']","['qua', 'dran', 'te']",quadrànte, /kwaˈdrante/,['sostantivo maschile'],"['quadrante orario', 'quadrante solare', 'ago di un quadrante']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrante100
quadrare,"['corrispondere, adattarsi perfettamente', 'garbare, soddisfare', 'ridurre a forma quadrata', ""misurare un'area dai contorni irregolari scomponendola in unità quadrate"", 'costruire un quadrato di area uguale a quella di una figura data']","['qua', 'dra', 're']",quadràre, /kwaˈdrare/,['verbo transitivo e intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrare100
quadratico,['di secondo grado'],"['qua', 'dra', 'ti', 'co']",quadràtico, /kwaˈdratiko/,['aggettivo'],"['scostamento quadratico medio (dalla media aritmetica)', 'media quadratica', 'scarto quadratico medio', 'scarto quadratico medio']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadratico100
quadratino,"['diminutivo di quadrato', 'quadrato di piccole dimensioni un quadratino di stoffa', 'disegno od oggetto in forma di piccolo quadrato; quadrettino una stoffa a quadratini', 'RARO  --  piccolo cubo, cubetto, dado, quadretto un quadratino di zucchero | un quadratino di cioccolata', ""MARINERIA  --  sulle navi da guerra: l'alloggio comune degli ufficiali subalterni, dei guardiamarina e degli aspiranti"", 'TIPOGRAFIA  --  nella composizione a caratteri mobili: spazio bianco di spessore pari alla metà del corpo tipografico usato']","['qua', 'dra', 'ti', 'no']",quadratìno, /kwadraˈtino/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadratino100
quadrato,"['con la forma del quadrato', '(per estensione) di viso che ha tratti, mento e mascelle pronunciati', ""usato per le unità di misura, per indicare l'unità di superficie derivata da quella di lunghezza: chilometro quadrato, la misura di un quadrato di lato un chilometro, pari a un milione di metri quadrati"", 'solido, robusto', '(senso figurato) equilibrato', '(anatomia) muscolo con forma piatta e quadrangolare', '(paleografia) di scrittura con angoli retti']","['qua', 'dra', 'to']",quadràto, /kwaˈdrato/,['aggettivo e sostantivo maschile'],"['croce greca o quadrata', 'ordine di una matrice quadrata o di un determinante', '(proiezione piano) quadrata', 'bordo di un quadrato', 'chi quadrato o chi quadro', 'metro quadrato', 'rete quadra o quadrata', 'numero quadro o quadrato', 'metro quadro o quadrato']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrato100
quadratone,"['figura o oggetto di forma quadrata, di ampie dimensioni']","['qua', 'dra', 'to', 'ne']",quadratóne, /kwadraˈtone/,['sostantivo maschile'],['quadratone lineato'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadratone100
quadratura,"['atto, effetto del ridurre a forma quadrata; scompartimento di una superficie divisa in quadrati', 'riduzione di una figura geometrica a un quadrato di area uguale']","['qua', 'dra', 'tu', 'ra']",quadratùra, /kwadraˈtura/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadratura100
quadraturismo,"[""ARTE  --  genere pittorico, tipico della pittura murale barocca, sviluppatosi specialmente in Italia dal XVII secolo, consistente nella rappresentazione di prospettive di elementi architettonici illusionistici che modificano la percezione dell'ambiente reale""]","['qua', 'dra', 'tu', 'ri', 'smo']",quadraturìsmo, /kwadratuˈrizmo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadraturismo100
quadraturista,"['ARTE  --  relativo al quadraturismo', 'ARTE  --  che, chi esegue quadrature; pittore specializzato nella quadratura, cioè nella pittura murale a prospettive']","['qua', 'dra', 'tu', 'ri', 'sta']",quadraturìsta, /kwadratuˈrista/,"['aggettivo', 'agg. e s. maschile e femminile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadraturista100
quadrella,"['piccolo riquadro; mattonella', 'freccia, dardo', 'lima quadrangolare']","['qua', 'drel', 'la']",quadrèlla, /kwaˈdrɛlla/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrella100
quadrellare,"['nella tecnica del disegno: lo stesso, ma meno comune, che quadrettare piccoli sudici notes quadrellati in rosso [Saba]']","['qua', 'drel', 'la', 're']",quadrellàre, /kwadrelˈlare/,['verbo transitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrellare100
quadrellato,['participio passato di quadrellare nei significati del verbo'],"['qua', 'drel', 'la', 'to']",quadrellàto, /kwadrelˈlato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrellato100
quadrellatura,"['ARTE  --  lo stesso, ma meno comune, che quadrettatura']","['qua', 'drel', 'la', 'tu', 'ra']",quadrellatùra, /kwadrellaˈtura/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrellatura100
quadrello,"['mattonella quadrata per pavimentazione', 'freccia, dardo', 'plurale letterario di quadrello, nel significato di dardo']","['qua', 'drel', 'lo']",quadrèllo, /kwaˈdrɛllo/,"['sostantivo maschile', 'sostantivo femminile plurale']","['lima quadra o quadrello', 'due teste, fanno un quadrello']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrello100
quadreria,['luogo in cui sono raccolti molti quadri; la collezione stessa'],"['qua', 'dre', 'ri', 'a']",quadrerìa, /kwadreˈria/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadreria100
quadrettare,['suddividere a quadretti'],"['qua', 'dret', 'ta', 're']",quadrettàre, /kwadretˈtare/,['verbo transitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrettare100
quadrettato,['formato di più quadretti'],"['qua', 'dret', 'ta', 'to']",quadrettàto, /kwadretˈtato/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrettato100
quadrettatura,"[""l'operazione, l'atto, il modo e l'effetto del quadrettare, del suddividere in quadretti una superficie sto facendo la quadrettatura di questi fogli"", 'in senso concreto: il reticolato con cui si presenta la superficie quadrettata questa stoffa ha una bella quadrettatura | fare la quadrettatura di un foglio di carta | quaderno con una quadrettatura piccola | un tessuto con una quadrettatura in bianco e nero', 'ARTE  --  metodo usato per riprodurre un disegno o per mettere in prospettiva una figura agevolandone il riporto, che consiste nel quadrettare la superficie che riceverà il disegno o la figura', 'BIOLOGIA  --  procedimento di rilevamento delle biocenosi e delle associazioni animali e specialmente vegetali, basato sulla suddivisione della superficie da analizzare in quadrati uguali']","['qua', 'dret', 'ta', 'tu', 'ra']",quadrettatùra, /kwadrettaˈtura/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrettatura100
quadretto,"['piccolo quadro', 'in senso figurato scenetta graziosa']","['qua', 'dret', 'to']",quadrétto, /kwaˈdretto/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadretto100
quadri,"['primo elemento di composti, specialmente della terminologia scientifica, derivati dal latino o formati modernamente, col significato di quattro']","['qua', 'dri']",quàdri–, /ˈkwadri/,['prefisso'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadri100
quadrica,"[""superficie algebrica del secondo ordine che può essere espressa tramite un'equazione algebrica di secondo grado con tre variabili""]","['qua', 'dri', 'ca']",quàdrica, /ˈkwadrika/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrica100
quadricipite,['muscolo anteriore della coscia'],"['qua', 'dri', 'ci', 'pi', 'te']",quadricìpite," /,kwadriˈʧipite/",['aggettivo e sostantivo maschile'],"['vasto laterale del quadricipite', 'vasto mediale del quadricipite', 'vasto intermedio del quadricipite']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadricipite100
quadricromia,['procedimento fotomeccanico che riproduce un originale a colori con quattro cliché; anche immagine ottenuta con tale procedimento'],"['qua', 'dri', 'cro', 'mi', 'a']",quadricromìa, /kwadrikroˈmia/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadricromia100
quadridimensionale,['che ha quattro dimensioni'],"['qua', 'dri', 'di', 'men', 'sio', 'na', 'le']",quadridimensionàle," /,kwadridimensjoˈnale/",['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadridimensionale100
quadridimensionalita,"['carattere, proprietà, condizione di ciò che è quadridimensionale quadridimensionalità dello spazio–tempo']","['qua', 'dri', 'di', 'men', 'sio', 'na', 'li', 'ta']",quadridimensionalità, /kwadridimensjonaliˈta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadridimensionalita100
quadriennale,"['che dura quattro anni', 'che ricorre ogni quattro anni']","['qua', 'dri', 'en', 'na', 'le']",quadriennàle, /kwadrienˈnale/,['aggettivo e sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadriennale100
quadriennio,['spazio di tempo di quattro anni'],"['qua', 'dri', 'en', 'nio']",quadriènnio, /kwadriˈɛnnjo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadriennio100
quadrifarmaco,"[""nella filosofia epicurea, secondo Filodemo, l'insieme delle quattro regole necessarie alla liberazione dalle paure e al raggiungimento della felicità""]","['qua', 'dri', 'far', 'ma', 'co']",quadrifàrmaco," /,kwadriˈfarmako/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrifarmaco100
quadrifoglio,"['BOTANICA  --  pianta di trifoglio avente, per anomalia, quattro foglie anziché tre']","['qua', 'dri', 'fo', 'glio']",quadrifòglio, /kwadriˈfɔʎʎo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrifoglio100
quadrifonia,['sistema stereofonico di registrazione e riproduzione dei suoni che utilizza quattro canali contemporaneamente'],"['qua', 'dri', 'fo', 'ni', 'a']",quadrifonìa, /kwadrifoˈnia/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrifonia100
quadrifonico,"['ELETTRONICA  --  relativo alla quadrifonia sistema sonoro quadrifonico | riproduzione quadrifonica | effetti quadrifonici', 'ELETTRONICA  --  inciso in quadrifonia disco quadrifonico', 'ELETTRONICA  --  funzionante col sistema della quadrifonia impianto riproduttore quadrifonico']","['qua', 'dri', 'fo', 'ni', 'co']",quadrifònico, /kwadriˈfɔniko/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrifonico100
quadrifora,['finestra a quattro luci delimitate da pilastri o colonnine'],"['qua', 'dri', 'fo', 'ra']",quadrìfora, /kwaˈdrifora/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrifora100
quadriforme,"['RARO  --  quadruplice, che ha quattro differenti forme o aspetti', 'RARO  --  che è di forma quadra']","['qua', 'dri', 'for', 'me']",quadrifórme, /kwadriˈforme/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadriforme100
quadriga,['cocchio a due ruote tirato da quattro cavalli'],"['qua', 'dri', 'ga']",quadrìga, /kwaˈdriga/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadriga100
quadrigemellare,['lo stesso che quadrigemino nel significato che porta quattro gemelli'],"['qua', 'dri', 'ge', 'mel', 'la', 're']",quadrigemellàre," /,kwadriʤemelˈlare/",['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrigemellare100
quadrigemino,['uno dei quattro gemelli nati da una stessa madre'],"['qua', 'dri', 'ge', 'mi', 'no']",quadrigèmino, /kwadriˈʤɛmino/,['aggettivo'],['lamina quadrigemina'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrigemino100
quadrigetto,['AVIAZIONE  --  aereo dotato di quattro propulsori a getto; quadrireattore'],"['qua', 'dri', 'get', 'to']",quadrigètto," /,kwadriˈʤɛtto/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrigetto100
quadriglia,"['danza figurata di società, in voga nel XIX secolo']","['qua', 'dri', 'glia']",quadrìglia, /kwaˈdriʎʎa/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadriglia100
quadriglie,"['quadrettato, specialmente nella locuzione «a quadrillé»']","['qua', 'dri', 'glie']",quadrigliè, /kwadriʎˈʎɛ/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadriglie100
quadriglio,"['GIOCHI  --  lo stesso, ma meno comune, che quadrigliato']","['qua', 'dri', 'glio']",quadrìglio, /kwaˈdriʎʎo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadriglio100
quadrilatero,"['che ha quattro lati', 'figura geometrica piana con quattro lati', 'antica opera di fortificazione di pianta quadrangolare', 'nel gioco del calcio, blocco dello schieramento costituito dai mediani e dalle mezze ali']","['qua', 'dri', 'la', 'te', 'ro']",quadrilàtero, /kwadriˈlatero/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrilatero100
quadrilione,"['numero equivalente a un milione di trilioni, cioè 1024']","['qua', 'dri', 'lio', 'ne']",quadrilióne, /kwadriˈljone/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrilione100
quadrilobo,"['BOTANICA  --  detto di foglia o di altro organo vegetale: che ha quattro lobi; lo stesso che quadrilobato', ""ARTE ARCHITETTURA  --   nell'arte gotica: motivo decorativo, formato da quattro lobi disposti a croce inscritti in un quadrato; se inscritto in un circolo, è detto circolo quadrilobato o cerchio quadrilobato""]","['qua', 'dri', 'lo', 'bo']",quadrìlobo, /kwaˈdrilobo/,"['aggettivo', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrilobo100
quadrilungo,['di figura quadrangolare più lunga che larga'],"['qua', 'dri', 'lun', 'go']",quadrilùngo," /,kwadriˈlungo/",['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrilungo100
quadrilustre,['ventennale'],"['qua', 'dri', 'lu', 'stre']",quadrilùstre, /kwadriˈlustre/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrilustre100
quadrimensionale,['variante meno comune di quadridimensionale'],"['qua', 'dri', 'men', 'sio', 'na', 'le']",quadrimensionàle, /kwadrimensjoˈnale/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrimensionale100
quadrimensionalita,['variante meno comune di quadridimensionalità'],"['qua', 'dri', 'men', 'sio', 'na', 'li', 'ta']",quadrimensionalità, /kwadrimensjonaliˈta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrimensionalita100
quadrimestrale,"['di quadrimestre', 'della durata di un quadrimestre', 'che si verifica o si fa ogni quattro mesi']","['qua', 'dri', 'me', 'stra', 'le']",quadrimestràle, /kwadrimesˈtrale/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrimestrale100
quadrimestre,['periodo di quattro mesi'],"['qua', 'dri', 'me', 'stre']",quadrimèstre, /kwadriˈmɛstre/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrimestre100
quadrimotore,['aeroplano con quattro motori'],"['qua', 'dri', 'mo', 'to', 're']",quadrimotóre," /,kwadrimoˈtore/",['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrimotore100
quadrinomio,['somma algebrica di quattro monomi'],"['qua', 'dri', 'no', 'mio']",quadrinòmio, /kwadriˈnɔmjo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadrinomio100
quadripala,['TECNOLOGIA  --  dotato di quattro pale elica quadripala'],"['qua', 'dri', 'pa', 'la']",quadripàla," /,kwadriˈpala/",['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadripala100
quadripartitico,"['POLITICA  --  formato, attuato da quattro partiti politici governo quadripartitico | sistema quadripartitico | accordo quadripartitico | coalizione quadripartitica | commissione quadripartitica']","['qua', 'dri', 'par', 'ti', 'ti', 'co']",quadripartìtico, /kwadriparˈtitiko/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadripartitico100
quadripartito,['diviso in quattro parti'],"['qua', 'dri', 'par', 'ti', 'to']",quadripartìto, /kwadriparˈtito/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadripartito100
quadripetalo,['BOTANICA  --  che ha quattro petali fiore quadripetalo | corolla quadripetala'],"['qua', 'dri', 'pe', 'ta', 'lo']",quadripètalo," /,kwadriˈpɛtalo/",['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=quadripetalo100
