parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
water,"['forma abbreviata di «water closet»', 'il vaso di maiolica della stanza da bagno; tazza', 'TESSITURA VOCE INGLESE  --   nella tessitura del cotone: tipo di filato destinato a costituire gli orditi']","['wa', 'ter']",wàter, /ˈvater/,"['sostantivo maschile', 'sostantivo maschile']",['water bomber'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=water100
watergate,"['STORIA VOCE INGLESE  --   lo scandalo di spionaggio politico ai danni del rivale partito democratico, che costrinse alla dimissioni, nel 1974, il presidente statunitense Richard Nixon', 'PER ANTONOMASIA  --  scandalo di spionaggio politico, specialmente legato a intercettazioni ambientali e telefoniche, scoperto nonostante tentativi di occultamento da parte delle autorità che vi sono implicate']","['wa', 'ter', 'ga', 'te']",Watergate," /,woterˈgejt/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=watergate100
waterloo,"[""PER ANTONOMASIA  --  (anche con iniziale maiuscola) fallimento totale, grave sconfitta, inappellabile, totale e definitiva l'impresa si è risolta in una vera Waterloo | per il partito le ultime elezioni sono state una Waterloo"", 'località belga dove il 18 giugno 1815 ebbe luogo la famosa battaglia che segnò la fine di Napoleone Bonaparte']","['wa', 'ter', 'loo']",waterloo," /ˈvaterlo/, /vaterˈlo/","['sostantivo femminile', 'nome proprio femminile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=waterloo100
waterpolista,"['SPORT  --  lo stesso, ma meno comune, che pallanuotista']","['wa', 'ter', 'po', 'li', 'sta']",waterpolìsta," /,wɔterpoˈlista/",['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=waterpolista100
waterproof,"[""ABBIGLIAMENTO VOCE INGLESE  --   impermeabile, a prova d'acqua tessuto waterproof | orologio waterproof | un mantello waterproof | un giaccone waterproof"", ""COSMETICA VOCE INGLESE  --   di cosmetico: resistente all'acqua, che mantiene inalterate le proprie caratteristiche al contatto con l'acqua rossetto waterproof | mascara waterproof"", 'di inchiostro: indelebile']","['wa', 'ter', 'proof']",waterproof," /,woterˈpruf/",['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=waterproof100
watt,"['FISICA METROLOGIA  --   unità di misura della potenza elettrica del Sistema Internazionale, equivalente al lavoro di un joule al secondo; simbolo W']",['watt'],watt, /ˈvat/,['sostantivo maschile'],"['lumen per watt', 'watt elettrico', 'watt termico']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=watt100
wattmetro,['ELETTRICITÀ  --  strumento per la misurazione della potenza reale assorbita da un circuito elettrico tarato in watt wattmetro elettrodinamico | wattmetro elettrostatico | wattmetro elettronico | wattmetro termico'],"['watt', 'me', 'tro']",wàttmetro, /ˈvatmetro/,['sostantivo maschile'],"['wattmetro elettrodinamico', 'wattmetro elettronico', 'wattmetro termico', 'wattmetro a induzione', 'wattmetro a effetto Hall e wattmetro a magnetoresistenza']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wattmetro100
wattora,"[""ELETTRICITÀ  --  unità di misura di energia, utilizzata quasi esclusivamente in ambiti tecnici, pari all'energia sviluppata in un'ora da una macchina di potenza di un watt; simbolo W/h""]","['wat', 'to', 'ra']",wattóra," /,vatˈtora/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wattora100
wattorametro,"['TECNOLOGIA  --  contatore usato per misurare l’energia elettrica, espressa in wattora, assorbita in un dato periodo di tempo da un circuito; è più comunemente detto contatore di energia elettrica']","['wat', 'to', 'ra', 'me', 'tro']",wattoràmetro," /,vattoˈrametro/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wattorametro100
wattsecondo,"[""ELETTRICITÀ  --  in elettrotecnica: unità di misura dell'energia, d'uso non scientifico, corrispondente al joule; simbolo Ws""]","['watt', 'se', 'con', 'do']",wattsecóndo," /,vatseˈkondo/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wattsecondo100
watusso,"['ETNOLOGIA  --  che, chi appartiene al popolo dei Watussi, popolazione africana di lingua bantu, stanziata nei territori di Uganda, Burundi e Ruanda, i cui componenti sono caratterizzati da una statura eccezionalmente alta, detti anche Tutsi', 'PER ESTENSIONE  --  persona molto alta e longilinea']","['wa', 'tus', 'so']",watùsso," /vaˈtusso/, /waˈtusso/",['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=watusso100
weber,"['FISICA  --  unità di misura del flusso dell’induzione magnetica nel Sistema Internazionale, equivalente al flusso che genera una forza elettromagnetica di 1 volt passando in una spira in 1 minuto secondo; simbolo Wb']","['we', 'ber']",wèber, /ˈvɛber/,['sostantivo maschile'],"['ossicini di Weber o weberiani', 'weber a metro quadrato']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=weber100
week-end,"[""VOCE INGLESE  --  il sabato e la domenica, in quanto giornate non lavorative e quindi destinati al riposo e allo svago trascorrere il week-end al mare | nel week-end sono stato in montagna | nel week-end sono stato al lago | il prossimo week-end lo passeremo al mare | andare in campagna per il weekend | fare un bel weekend | un buon weekend | fare programmi per il week-end | trascorrere il week-end in campagna | l'esodo del week–end"", 'breve vacanza di fine settimana da dedicare al riposo e allo svago, che si usa prendere nei giorni di sabato e domenica partire per il weekend | la mania del weekend | fare un week-end in montagna | è partito per il week-end']","['week', '-end']","weekend, week–end"," /,wiˈkɛnd/",['sostantivo maschile'],['weekend lungo'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=week-end100
weekend,"[""VOCE INGLESE  --  il sabato e la domenica, in quanto giornate non lavorative e quindi destinati al riposo e allo svago trascorrere il week-end al mare | nel week-end sono stato in montagna | nel week-end sono stato al lago | il prossimo week-end lo passeremo al mare | andare in campagna per il weekend | fare un bel weekend | un buon weekend | fare programmi per il week-end | trascorrere il week-end in campagna | l'esodo del week–end"", 'breve vacanza di fine settimana da dedicare al riposo e allo svago, che si usa prendere nei giorni di sabato e domenica partire per il weekend | la mania del weekend | fare un week-end in montagna | è partito per il week-end']","['week', 'end']","weekend, week–end"," /,wiˈkɛnd/",['sostantivo maschile'],['weekend lungo'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=weekend100
wehrmacht,['STORIA VOCE TEDESCA  --   denominazione delle forze armate della Germania nazista dal 1935 al 1945'],"['wehr', 'macht']",Wehrmacht, /ˈvɛrmakt/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wehrmacht100
wellerismo,"[""aforisma, frase proverbiale, sentenziosa, di tono talvolta solenne e talvolta ironico o scherzoso, attribuita a personaggi storici o immaginari disse Pulcinella: «per mare non c'è taverna» | «Sento rumore» diceva Brighella mentre lo bastonavano | disse San Bruno: «una volta per uno»""]","['wel', 'le', 'ri', 'smo']",wellerìsmo," /velleˈrizmo/, /welleˈrizmo/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wellerismo100
wellington,['VOCE INGLESE  --  stivale di gomma alto fino al ginocchio'],"['wel', 'ling', 'ton']",wellington, /ˈwɛllinton/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wellington100
weltanschauung,"[""FILOSOFIA VOCE TEDESCA  --   concezione del mondo, della vita, e della posizione in esso occupata dall'uomo; termine frequente nella storia della filosofia e nella critica letteraria""]","['welt', 'an', 'schau', 'ung']",Weltanschauung," /,vɛltanˈʃawng/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=weltanschauung100
welter,['SPORT VOCE INGLESE  --   nel pugilato e nella lotta: forma abbreviata di «peso welter»'],"['wel', 'ter']",welter," /ˈvɛlter/, /ˈwelter/",['sostantivo maschile'],"['pesi welter', 'peso welter']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=welter100
west,"['GEOGRAFIA  --  ovest, come punto cardinale, che viene indicato abbreviatamente con la sigla internazionale W', ""VOCE INGLESE  --  (specialmente con iniziale maiuscola) l'insieme delle regioni occidentali degli Stati Uniti e del Canadà, verso l'Oceano Pacifico, specialmente con riferimento alla colonizzazione di tali territori nel corso dell'Ottocento e reso famoso dalla mitizzazione cinematografica la conquista del West""]",['west'],west, /ˈwɛst/,"['sostantivo maschile', 'nome proprio maschile']","['west side', 'West Side', 'Middle West', 'Far West']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=west100
western,"[""CINEMA VOCE INGLESE  --   genere cinematografico e letterario americano, sorto come rappresentazione delle avventurose vicende che caratterizzarono la colonizzazione dei territori occidentali degli Stati Uniti e del Canadà nella prima metà del XIX secolo, ispirato alla vita e alle vicende di pionieri, cercatori d'oro, indiani, fuorilegge, sceriffi, cow-boy (anche in funzione appositiva) genere western | film western | spaghetti western | western all'italiana"", 'CINEMA PER ESTENSIONE VOCE INGLESE  --    ogni film appartenente a tale genere andiamo a vedere un western?']","['we', 'stern']",western, /ˈwɛstern/,['sostantivo maschile'],"[""western all'italiana"", 'spaghetti western']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=western100
whig,"[""STORIA VOCE INGLESE  --   partito storico dell'Inghilterra, sorto alla fine del XVII secolo come rappresentante degli interessi della borghesia in contrasto con l'aristocrazia che, alternandosi a quello dei tory, esercitò il potere in Inghilterra dal Seicento all'Ottocento e da cui, dopo il 1832, ebbe origine il partito liberale"", 'STORIA VOCE INGLESE  --   relativo a tale partito maggioranza whig | il partito whig | la stampa whig | gli orientamenti del governo whig', 'STORIA VOCE INGLESE  --   seguace, sostenitore di tale partito; il termine è ancora oggi in uso per indicare i progressisti, non socialisti, aderenti al partito liberale, sorto in età vittoriana (anche in funzione appositiva)', 'STORIA VOCE INGLESE  --   denominazione dei membri di una banda di scozzesi ribelli che marciò nel 1648 su Edimburgo, contro il re Carlo I']",['whig'],whig, /ˈwig/,"['sostantivo maschile', 'aggettivo', 'sostantivo maschile e femminile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=whig100
whisky,"['ENOLOGIA VOCE INGLESE  --   acquavite tipica dei paesi anglosassoni, di contenuto alcolico che varia tra i 40° e i 50°, ottenuta dalla distillazione da mosti fermentati di malto, orzo, grano, granturco, avena, segale e altri cereali, e quindi invecchiata in botti di legno per un tempo non inferiore a tre anni; i tipi migliori si producono in Scozia, Irlanda, Inghilterra, Canada e Kentucky', ""STORIA VOCE INGLESE  --   carrozza aperta a due ruote, simile al calesse, in uso in Gran Bretagna e negli Stati Uniti tra il Settecento e l'Ottocento"", 'nel codice alfabetico internazionale, è la parola che identifica convenzionalmente la lettera W']","['whi', 'sky']",whisky, /ˈwiski/,"['sostantivo maschile', 'sostantivo maschile', 'sostantivo maschile']","['whisky a gogò', 'malt whisky', 'blended whisky', 'bourbon whisky', 'rye whisky', 'straight whisky', 'canadian whisky', 'whisky liscio', 'whisky and soda', 'whisky on the rocks']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=whisky100
whist,"['GIOCHI VOCE INGLESE  --   gioco di carte inglese, di origine antica, simile al bridge, molto complicato per la grande varietà delle combinazioni che lo caratterizzano, che deve essere giocato rapidamente nel più rigoroso silenzio']",['whist'],whist, /ˈwist/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=whist100
widia,"['METALLURGIA  --  lega durissima costituita da carburo di tungsteno o wolframio o molibdeno o tantalio, con aggiunta di cobalto o di nichel in funzione di legante, ottenuta per sinterizzazione, utilizzata per rinforzare gli spigoli di taglio degli utensili per la lavorazione di materiali duri']","['wi', 'dia']",wìdia, /ˈvidja/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=widia100
wigwam,"[""ETNOLOGIA VOCE INGLESE  --   tenda a forma di cupola costituita da un'ossatura di rami ricoperta da pelli, stuoie o cortecce d'albero, in uso presso gli indiani del Canada e della Nuova Inghilterra"", ""ETNOLOGIA PER ESTENSIONE VOCE INGLESE  --    ogni tipo di abitazione degli Indiani d'America""]","['wig', 'wam']",wigwam, /ˈwigwam/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wigwam100
willemite,"[""MINERALOGIA  --  minerale molto raro di colore vario con lucentezza vitrea, costituito da silicato di zinco, che cristallizza nel sistema trigonale, che si presenta in masse giallo-verdi o rossicce spesso fluorescenti, usato per l'estrazione dello zinco""]","['wil', 'le', 'mi', 'te']",willemìte, /villeˈmite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=willemite100
winchester,"[""ARMI VOCE INGLESE  --   nome brevettato di un tipo di fucile a ripetizione con serbatoio tubolare e carica laterale, tipico dell'epopea western, caratterizzata da estrema maneggevolezza, precisione di tiro e rapidità di fuoco"", 'ARMI VOCE INGLESE  --   cartuccia calibro 7,62 adottata come standard negli armamenti dei Paesi aderenti alla NATO', ""INFORMATICA  --  termine ormai in disuso per indicare il disco rigido, derivato dal nome del primo tipo di unità disco sviluppata da IBM che conteneva 30 MB di memoria fissa e 30 MB di memoria rimovibile; era grande all'incirca come una valigetta ventiquattrore""]","['win', 'che', 'ster']",winchester, /winˈʧɛster/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=winchester100
windsurf,"['SPORT VOCE INGLESE  --   tavola galleggiante di materiale plastico, munita di pinna direzionale fissa, deriva mobile e di un albero snodato alla base, dotato di vela con doppio boma arcuato che consente di dirigere la tavola stando in piedi su di essa; è detta anche tavola a vela', 'SPORT PER METONIMIA VOCE INGLESE  --    lo sport praticato con tale imbarcazione, detto più propriamente windsurfing']","['wind', 'surf']",windsurf," /,windˈsɛrf/, /ˈwindserf/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=windsurf100
windsurfing,"[""SPORT VOCE INGLESE SPORT  --    dell'acqua e della vela, che si pratica utilizzando una tavola in vetroresina munita di deriva e di una vela manovrabile con una doppia barra per sfruttare la spinta del vento, detta windsurf e tavola a vela""]","['wind', 'sur', 'fing']",windsurfing, /windˈsɛrfing/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=windsurfing100
windsurfista,['SPORT  --  chi pratica il windsurfing'],"['wind', 'sur', 'fi', 'sta']",windsurfìsta," /,windserˈfista/",['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=windsurfista100
wolframio,"['CHIMICA  --  altra denominazione, meno comune, del tungsteno; simbolo W']","['wol', 'fra', 'mio']",wolfràmio, /wolˈframjo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wolframio100
wolframite,"[""MINERALOGIA  --  minerale di notevole interesse economico, monoclino, di colore nero con lucentezza metallica, costituito da wolframato di ferro e manganese che si presenta in forma di cristalli tabulari o masse colonnari; è il più diffuso e abbondante minerale di tungsteno ed è utilizzato per l'estrazione di wolframio""]","['wol', 'fra', 'mi', 'te']",wolframìte, /volfraˈmite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wolframite100
woman,['Solo alcune locuzioni'],"['wo', 'man']",woman, /ˈwumen/,[' '],['anchor woman'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=woman100
woofer,"['ELETTRONICA VOCE INGLESE  --   negli impianti di riproduzione stereofonica del suono e nei sistemi di diffusione del suono ad alta fedeltà: altoparlante per la riproduzione fedele di basse frequenze sonore, generalmente con diametro maggiore degli altri tipi di altoparlante']","['woo', 'fer']",woofer," /ˈvufer/, /ˈwufer/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=woofer100
word,"[""INFORMATICA VOCE INGLESE  --   termine equivalente all'italiano parola, noto specialmente per il suo uso nel linguaggio dell'informatica, dove indica in genere un blocco di dati composto di due byte""]",['word'],word, /ˈword/,['sostantivo maschile'],"['word processing', 'word processing']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=word100
workshop,"[""TEATRO VOCE INGLESE  --   riunione, gruppo di lavoro di più persone per lo studio, l'analisi e l'approfondimento di un tema specifico, specialmente nell'ambito di convegni, ecc.; seminario di studi, laboratorio un workshop teatrale"", 'PER ESTENSIONE VOCE INGLESE  --   corso di specializzazione, di perfezionamento partecipare a un workshop per dirigenti aziendali']","['work', 'shop']",workshop," /,workˈʃɔp/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=workshop100
workstation,"['INFORMATICA VOCE INGLESE  --   potente computer che offre prestazioni superiori a quelle di un personal computer, in grado di gestire contemporaneamente più processi di elaborazione, configurato per essere utilizzato da un solo utente per uno specifico tipo di applicazioni; stazione di lavoro']","['work', 'sta', 'tion']",workstation," /,worksˈteʃʃon/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=workstation100
wow,"['ELETTRONICA VOCE INGLESE  --   nelle riproduzioni acustiche su disco o su nastro magnetico: fluttuazione del suono dovuta a lente irregolarità della velocità di scorrimento del supporto su cui è registrato il sonoro', 'COLLOQUIALE VOCE INGLESE  --   esprime soddisfazione, entusiasmo, meraviglia, eccitazione intensa, piacere, stupore (anche sostantivato invariabile)']",['wow'],wow," /ˈwow/, /ˈwaw/","['sostantivo maschile', 'interiezione']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wow100
wrestling,"['SPORT VOCE INGLESE  --   genere di lotta libera diffuso negli Stati Uniti, molto violento e spettacolare, che si disputa tra contendenti di notevole mole, senza restrizioni e regolamenti ufficiali']","['wre', 'stling']",wrestling," /ˈvrɛstling/, /ˈrɛstling/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=wrestling100
writer,"[""ARTE VOCE INGLESE  --   chi, soprattutto in ambiente metropolitano, esegue sui muri di edifici, sui vagoni ferroviari e della metropolitana, scritte o disegni contraddistinti da uno stile molto elaborato e personale che ne individua l'autore, con vernice spray; graffitista"", 'GIORNALISMO EDITORIA  --   pubblicista, giornalista, reale autore di scritti che vengono poi pubblicati con la firma di un altro, generalmente più famoso', 'RARO  --  chi scrive per professione; scrittore']","['wri', 'ter']",writer, /ˈrajter/,['sostantivo maschile e femminile'],['ghost writer'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=writer100
