parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
gabbione,"['accrescitivo di gabbia', ""parallelepipedo di rete metallica riempito di grosse pietre, usato come difesa del terreno contro l'erosione delle acque e simili"", 'contenitore parallelepipedo pieghevole di rete metallica']","['gab', 'bio', 'ne']",gabbióne, /gabˈbjone/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabbione100
gabbo,['beffa'],"['gab', 'bo']",gàbbo, /ˈgabbo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabbo100
gabbrico,['PETROGRAFIA  --  del gabbro: struttura gabbrica; relativo al gabbro: rocce gabbriche porfirite gabbrica'],"['gab', 'bri', 'co']",gàbbrico, /ˈgabbriko/,['aggettivo'],"['apliti gabbriche', 'apliti gabbriche']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabbrico100
gabbro,"['MINERALOGIA  --  roccia eruttiva simile al granito, ricca di minerali di colore scuro']","['gab', 'bro']",gàbbro, /ˈgabbro/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabbro100
gabella,['imposta di consumo; tassa'],"['ga', 'bel', 'la']",gabèlla, /gaˈbɛlla/,['sostantivo femminile'],"['gabella del quaranteno', '(gabella del) quartuccio', '(gabella della) raba', 'gabella o dazio della scannatura', 'gabella del sodamento', 'gabella delle querimonie', 'gabella delle porta', 'chi vuole ingannare il comune, paghi le gabelle', 'i pensieri non pagano gabelle', 'la bocca non paga gabella']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabella100
gabellabile,"['che si può gabellare, che può essere gabellato; passabile, che si pensa possa essere accettato per buono']","['ga', 'bel', 'la', 'bi', 'le']",gabellàbile, /gabelˈlabile/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabellabile100
gabellare,"['sottoporre a gabella; tassare', 'in senso figurato ammettere, accettare per vero; far passare, far credere', 'FAMILIARE  --  farsi passare, spacciarsi']","['ga', 'bel', 'la', 're']",gabellàre, /gabelˈlare/,"['verbo transitivo', 'verbo pronominale intransitivo']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabellare100
gabellato,"['participio passato di gabellare nei significati del verbo', 'AGRICOLTURA  --  lo stesso, ma meno comune, che gabellotto']","['ga', 'bel', 'la', 'to']",gabellàto, /gabelˈlato/,"['participio passato e aggettivo', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabellato100
gabelliere,['chi riscuoteva le gabelle'],"['ga', 'bel', 'lie', 're']",gabellière, /gabelˈljɛre/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabelliere100
gabellino,"['ARCAICO  --  gabelliere la porta consisteva in due pilastri, con sopra una tettoia, e da una parte, una casuccia per i gabellini Manzoni', 'ARCAICO  --  casotto alle porte della città in cui stavano i gabellieri']","['ga', 'bel', 'li', 'no']",gabellìno, /gabelˈlino/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabellino100
gabianese,"['di Borgo San Giacomo (BS) lo stesso che borgosangiacomese', 'di Gabiano (AL)', 'nativo o abitante di Borgo San Giacomo (BS) lo stesso che borgosangiacomese', 'nativo o abitante di Gabiano (AL)']","['ga', 'bia', 'ne', 'se']",gabianése," /gabjaˈnese/, /gabjaˈneze/","['aggettivo', 'agg. e s. maschile e femminile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabianese100
gabinetto,"['stanza adibita a studio privato o a colloqui riservati', 'latrina; stanza da bagno', 'ufficio composto del collaboratori immediati di un ministro o di un alto funzionario', 'ministero; il complesso dei ministri che in un certo tempo hanno esercitato il potere di governo']","['ga', 'bi', 'net', 'to']",gabinétto, /gabiˈnetto/,['sostantivo maschile'],"['gabinetto latrina cesso alla turca', 'istanza di gabinetto']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabinetto100
gabonese,"[""del Gabon, stato dell'Africa centroccidentale"", ""nativo o abitante del Gabon, stato dell'Africa centroccidentale""]","['ga', 'bo', 'ne', 'se']",gabonése," /gaboˈnese/, /gaboˈneze/","['aggettivo', 'agg. e s. maschile e femminile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabonese100
gabri,"['LINGUISTICA VOCE PERSIANA  --   lingua iranica, una varietà del persiano usata dai Parsi in India e in Iran']","['ga', 'bri']",gàbri, /ˈgabri/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gabri100
gaddiano,"['LETTERATURA  --  relativo allo scrittore italiano Carlo Emilio Gadda, al suo stile e alle sue opere critica gaddiana', 'LETTERATURA PER ESTENSIONE  --   detto di scrittura, che accosta stili ed elementi linguistici eterogenei linguaggio gaddiano', 'LETTERATURA  --  seguace, imitatore dello scrittore italiano Carlo Emilio Gadda']","['gad', 'dia', 'no']",gaddiàno, /gadˈdjano/,"['aggettivo', 'aggettivo e sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaddiano100
gadget,"['piccolo oggetto curioso, non necessariamente utile', 'dono promozionale']","['gad', 'get']",gadget, /ˈgadʤet/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gadget100
gaditano,"['di Cadice, città della Spagna', 'nativo o abitante di Cadice, città della Spagna']","['ga', 'di', 'ta', 'no']",gaditàno, /gadiˈtano/,"['aggettivo', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaditano100
gadolinio,"['elemento chimico (Gd; numero atomico: 64; peso atomico: 157,26); metallo delle terre rare']","['ga', 'do', 'li', 'nio']",gadolìnio, /gadoˈlinjo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gadolinio100
gadolinite,"['MINERALOGIA  --  minerale in cristalli verdi-nerastri costituito da silicato di ittrio, ferro e berillio, che cristallizza nel sistema monoclino']","['ga', 'do', 'li', 'ni', 'te']",gadolinìte, /gadoliˈnite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gadolinite100
gaelico,['relativo alle popolazioni della Scozia'],"['ga', 'e', 'li', 'co']",gaèlico, /gaˈɛliko/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaelico100
gaeta,"['PESCA  --  tipo di barca a remi usata dai pescatori, specialmente nelle acque di Gaeta e anche in Istria e Dalmazia']","['ga', 'e', 'ta']",gaéta, /gaˈeta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaeta100
gaetano,"['di Gaeta (LT)', 'nativo o abitante di Gaeta (LT)']","['gae', 'ta', 'no']",gaetàno, /gaeˈtano/,"['aggettivo e sostantivo maschile', 'aggettivo e sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaetano100
gaffa,"[""PESCA  --  asta fissa o telescopica con un gancio ad una estremità usata per facilitare le manovre d'attracco o per issare sulla barca grossi pesci per i quali non è sufficiente il guadino; raffio"", ""MARINERIA  --  asta di legno munita in punta di un ferro uncinato, utilizzata sulle imbarcazioni nelle manovre di accostamento per guidarsi navigando in luoghi strettissimi o tra altre imbarcazioni o per afferrare qualcosa all'approdo e tenervela; alighiero, mezzomarinaio"", 'TECNOLOGIA  --  gaffetta di grandi dimensioni']","['gaf', 'fa']",gàffa, /ˈgaffa/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaffa100
gaffe,"['francese azione o espressione goffa, a sproposito; cantonata']","['gaf', 'fe']",gaffe, /ˈgaf/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaffe100
gaffeur,['VOCE FRANCESE  --  chi è solito a commettere spesso delle gaffe'],"['gaf', 'feur']",gaffeur, /gafˈfør/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaffeur100
gag,['VOCE INGLESE TEATRO CINEMA  --    breve spunto o episodio comico per animare una scena'],['gag'],gag, /ˈgɛg/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gag100
gaga,['giovanotto vanesio che ostenta eccessiva raffinatezza ed eleganza'],"['ga', 'ga']",gagà, /gaˈga/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaga100
gaggi,"[""ORNITOLOGIA  --  altro nome, di uso centromeridionale, dell'uccello altrimenti noto come cesena""]","['gag', 'gi']",gàggi, /ˈgadʤi/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaggi100
gaggia,"[""BOTANICA  --  nome comune di una pianta arbustacea o arborea sempreverde del genere Acacia (Acacia farnesiana) originaria dell'America tropicale, alta fino a 6 m, con chioma irregolare, foglie bipennate a stipole trasformate in spine e fiori piccoli, gialli, globosi, odorosissimi, dai quali si ricava un'essenza pregiata usata in profumeria"", 'BOTANICA  --  nome comune di diverse altre piante del genere Acacia, in particolare della specie Acacia cavenia altrimenti nota come acacia romana o cassia romana']","['gag', 'gi', 'a']",gaggìa, /gadˈʤia/,['sostantivo femminile'],"['falsa gaggìa', 'cipresso gaggìa', 'gaggìa arborea', 'acacia cavenia', 'acacia di Costantinopoli']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaggia100
gaggio,"['RARO  --  sempliciotto, sciocco', 'ARCAICO  --  pegno, garanzia, caparra', 'ARCAICO  --  ostaggio', 'ARCAICO  --  soldo destinato ai militari volontari', ""PER ESTENSIONE ARCAICO  --   stipendio dugento migliaia di fiorini d'oro, che davano al Duca per suo gaggio [G. Villani]"", 'FIGURATO LETTERARIO  --   premio, ricompensa nel commensurar di nostri gaggi / col merto è parte di nostra letizia, / perché non li vedem minor né maggi [Dante]']","['gag', 'gio']",gàggio, /ˈgadʤo/,"['aggettivo e sostantivo maschile', 'sostantivo maschile']","['prestare a gaggio', 'penna a gaggio']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaggio100
gagliarda,"['danza di origine italiana, molto diffusa nel XVI secolo']","['ga', 'gliar', 'da']",gagliàrda, /gaʎˈʎarda/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gagliarda100
gagliardamente,"['in modo gagliardo, con gagliardia, da gagliardo; energicamente, strenuamente']","['ga', 'gliar', 'da', 'men', 'te']",gagliardaménte, /gaʎʎardaˈmente/,['avverbio'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gagliardamente100
gagliardetto,['bandiera a due punte oppure triangolare'],"['ga', 'gliar', 'det', 'to']",gagliardétto, /gaʎʎarˈdetto/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gagliardetto100
gagliardia,"['forza, valore']","['ga', 'gliar', 'di', 'a']",gagliardìa, /gaʎʎarˈdia/,['sostantivo femminile'],"['non è mai gran gagliardia, senza un ramo di pazzia', 'non fu mai grande gagliardia, senza un ramo di pazzia']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gagliardia100
gagliardo,"['robusto e vigoroso', 'coraggioso, eroico', 'valido, creativo']","['ga', 'gliar', 'do']",gagliàrdo, /gaʎˈʎardo/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gagliardo100
gaglioffaggine,"[""carattere, proprietà, condizione dell'essere gaglioffo; inettitudine grossolana, scempiaggine, balordaggine mostrare la propria gaglioffaggine | dare prova di gaglioffaggine"", 'con significato concreto: comportamento, azione, espressione, discorso da gaglioffo una delle sue solite gaglioffaggini | fare una gaglioffaggine | dire una gaglioffaggine']","['ga', 'gliof', 'fag', 'gi', 'ne']",gaglioffàggine, /gaʎʎofˈfadʤine/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaglioffaggine100
gaglioffo,"['buono a nulla, inetto']","['ga', 'gliof', 'fo']",gagliòffo, /gaʎˈʎɔffo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaglioffo100
gagnolare,['mugolare'],"['ga', 'gno', 'la', 're']",gagnolàre, /gaɲɲoˈlare/,['verbo intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gagnolare100
gagnolio,"['RARO  --  un gagnolare continuo, mugolio insistente e lamentoso del cane']","['ga', 'gno', 'li', 'o']",gagnolìo, /gaɲɲoˈlio/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gagnolio100
gaia,"['MARINERIA  --  (specialmente al plurale), scompartimento della stiva fra il bordo e la cassa delle trombe', 'Guide Accompagnatori Interpreti Autorizzati']","['ga', 'ia']",gàia, /ˈgaja/,"['sostantivo femminile', 'sigla']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaia100
gaiamente,"['in modo gaio, festoso, con gaiezza']","['ga', 'ia', 'men', 'te']",gaiaménte, /gajaˈmente/,['avverbio'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaiamente100
gaietto,"['LETTERARIO  --  screziato di vari colori, maculato, chiazzato; multicolore, variopinto di quella fera alla gaietta pelle [Dante]', 'ZOOTECNIA  --  detto di mantello equino quando sia nero vivace, lucido']","['ga', 'iet', 'to']",gaiétto, /gaˈjetto/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaietto100
gaiezza,"[""l'essere gaio""]","['ga', 'iez', 'za']",gaiézza, /gaˈjettsa/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaiezza100
gaio,"['che rivela allegria, letizia, serenità, brio e spensieratezza carattere gaio | ha un aspetto gaio | una gaia compagnia | un temperamento gaio | una gaio festa | umore gaio | una persona gaia e solare | un vispo e gaio vecchietto | è un uomo sempre gaio e sorridente | un volto gaio | i miei pensieri reconditi e gai [Saba]', ""che infonde allegria, ridente fu un gaio carnevale | luogo gaio | un ambiente gaio | una gaia serata tra amici | una località gaia e ridente | un gaio canto | vedendoti la notte e 'l verno a lato / e 'l dì dopo le spalle e i mesi gai [Petrarca]"", 'di colore: luminoso, vivace, brillante una stanza a tinte gaie | colori gai | un vestito gaio', ""LETTERARIO  --  vivace, gagliardo o, del vento, che spira con forza come quando più gaio Euro provòca / sull'alba il quieto Lario [Foscolo]"", 'LETTERARIO  --  piacevole, leggiadro, avvenente, bello; che ispira amore', 'aspetto gaio | le gaie donzelle / di Citerea [Boccaccio] | gaia donna, piacente e dilettosa [D. da Maiano]', ""REGIONALE  --  nell'uso toscano: abbondante, copioso, ben fornito gaio guadagno | essere gaio a denaro | ha il borsellino sempre gaio | borsa gaia | casa gaia | esser gaio a quattrini"", ""MARINERIA TRASPORTI REGIONALE  --    nell'uso ligure: operaio addetto alla manovra dei picchi da carico durante le operazioni di carico e scarico delle navi""]","['ga', 'io']",gàio, /ˈgajo/,"['aggettivo', 'sostantivo maschile']","['colori gai', 'gaia scienza', 'gente gaia a promesse', 'avere la borsa gaia', ""è la gaia pioggerella a far crescer l'erba bella""]",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gaio100
gal,"[""METROLOGIA  --  nel sistema CGS, unità di misura dell'accelerazione, corrispondente a 1 cm/sec2; simbolo G""]",['gal'],gal, /ˈgal/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gal100
gala,"[""ABBIGLIAMENTO  --  guarnizione di trina, di merletto, di seta o d'altro, spesso increspata, costituita da un nastro, un fiocco, una balza e simili usata per ornamento negli abiti femminili di un tempo sembrava proprio una bambina, sparuta, fra le gale e i pizzi della cuffia e del corsetto [Verga]"", 'ABBIGLIAMENTO PER ESTENSIONE  --   decorazione, ornamento', 'ABBIGLIAMENTO  --  papillon, cravatta a farfalla con il nodo già fatto, che si applica al colletto inamidato', 'MUSICA LETTERATURA FIGURATO SPREGIATIVO  --     ornamento inutile, arricchimento vistoso, fiorettatura di uno stile, di un discorso e simili, riferito a opere letterarie, musicali ecc. prosa tutta gale e lustrini', ""GASTRONOMIA REGIONALE  --   (specialmente al plurale) nell'uso piemontese: dolce tipico del Carnevale, chiacchiera"", ""lusso, eleganza, sfarzo, sfoggio, gran pompa abito di gala | giorno di gala | pranzo di gala | serata di gala | essere in gran gala | mettersi in gala | vestirsi in gala | abiti di gala | vettura di gala | Renzo … comparve davanti a don Abbondio, in gran gala, con penne di vario colore al cappello, col suo pugnale del manico bello, nel taschino de' calzoni Manzoni"", ""RARO  --  lo stesso che galà, spesso usato scorrettamente anche al maschile c'è una gala a corte stasera | ci sarà gran gala al circolo"", ""MARINERIA  --  ornamento della nave con una serie di bandiere e fiamme disposte tra un albero e l'altro in segno di festa; gran pavese, pavesata; è usato anche al femminile gala di bandiere | piccolo gala | grande gala"", 'primo e secondo elemento di composti, specialmente della terminologia scientifica, derivati dal greco o formati modernamente, col significato di latte, relativo al latte, simile al latte galalite | galanto | galattosio | neogala']","['ga', 'la']",gàla, /ˈgala/,"['sostantivo femminile', 'sostantivo femminile', 'sostantivo maschile', 'prefisso e suffisso']","['di gala', 'in (gran) gala', 'essere, mettersi in (gran) gala', 'pranzo di gala', 'pranzo di mezza gala', 'serata di gala', 'corso di gala', 'parlare in gala', 'far gala', 'fare gala di…', 'abito di gala', 'gran gala', 'piccola gala', 'gala di bandiere', 'gala luminosa o pavese luminoso']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=gala100
galalite,['materia plastica ottenuta dalla caseina e impiegata per la fabbricazione di oggetti leggeri e resistenti'],"['ga', 'la', 'li', 'te']",galalìte, /galaˈlite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=galalite100
galanga,"['BOTANICA  --  rizoma di una piante del genere Alpinia (Alpinia officinarum), utilizzato come aroma nella preparazione di liquori e come carminativo in medicina; è noto in commercio col nome di radice di galanga minore']","['ga', 'lan', 'ga']",galànga, /gaˈlanga/,['sostantivo femminile'],"[""l'olio di galanga""]",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=galanga100
galano,['vistoso fiocco fatto con nastri'],"['ga', 'la', 'no']",galàno, /gaˈlano/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=galano100
galante,"['cortese con le donne', 'amoroso']","['ga', 'lan', 'te']",galànte, /gaˈlante/,['aggettivo'],"[""galant'uomo""]",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=galante100
galanteggiare,['(AVERE) fare il galante'],"['ga', 'lan', 'teg', 'gia', 're']",galanteggiàre, /galantedˈʤare/,['verbo intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=galanteggiare100
galantemente,"['in modo galante, elegante, cortese, gentile comportarsi galantemente']","['ga', 'lan', 'te', 'men', 'te']",galanteménte, /galanteˈmente/,['avverbio'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=galantemente100
galanteria,"[""l'essere galante; atto, parola galante"", 'oggetto grazioso, di gusto raffinato']","['ga', 'lan', 'te', 'ri', 'a']",galanterìa, /galanteˈria/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=galanteria100
