parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
jaleo,"['VOCE SPAGNOLA  --  antica danza andalusa in tempo di 3/8 e in movimento moderato, simile al bolero, eseguita con le nacchere da una sola persona']","['ja', 'le', 'o']",jaleo, /kaˈlɛo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jaleo100
jam,"['MUSICA  --  nel jazz, ellissi di jam session, una riunione di musicisti che si ritrovano per una performance musicale senza nulla di preordinato']",['jam'],jam, /ˈʤɛm/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jam100
jam-session,['MUSICA VOCE INGLESE  --   riunione di virtuosi del jazz che si cimentano in variazioni improvvisate su di un tema stabilito'],"['jam-ses', 'sion', '']","jam–session, jam session"," /,ʤɛmˈsɛʃʃon/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jam-session100
jamming,"[""TELECOMUNICAZIONI VOCE INGLESE  --   disturbo intenzionale delle trasmissioni di una stazione radio mediante rumori di fondo, interferenze, allo scopo di impedire le comunicazioni del nemico o di impedirne l'ascolto""]","['jam', 'ming']",jamming, /ˈʤɛmming/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jamming100
jangada,['MARINERIA VOCE PORTOGHESE  --   imbarcazione rudimentale costituita da più travi o tronchi legati fra loro a formare una specie di zattera'],"['jan', 'ga', 'da']",jangàda, /ʤanˈgada/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jangada100
jarabe,"['VOCE SPAGNOLA  --  danza popolare messicana, di origine spagnola, simile allo zapateado']","['ja', 'ra', 'be']",jarabe, /kaˈrabe/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jarabe100
jazz,"[""MUSICA VOCE INGLESE  --   genere musicale nato nei primi anni del ‘900 nelle comunità nere degli Stati Uniti d'America, eseguito originariamente solo con strumenti a fiato e batteria, caratterizzato dalla sincopazione del linguaggio melodico valorizzandone soprattutto il ritmo, dall'uso del tempo binario e dal rilievo dato all'improvvisazione un concerto di jazz | hot jazz | cool jazz | acid jazz | free jazz | acid jazz; anche in funzione appositiva, lo stesso che jazzistico orchestra jazz | un solista jazz | musica jazz | un concerto jazz | quartetto jazz""]",['jazz'],jazz," /ˈʤɛts/, /ˈʤɛz/",['sostantivo maschile'],"['acid jazz', 'cool jazz', 'free jazz', 'hot jazz', 'latin jazz', 'jazz rock o rock jazz', 'soul jazz', 'free jazz', 'acid jazz', 'cool jazz', 'pop jazz', 'acid jazz', 'cool jazz']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jazz100
jazzista,"[""MUSICA  --  chi suona in un'orchestra jazz o compone musica jazz""]","['jaz', 'zi', 'sta']",jazzìsta, /ʤetˈtsista/,['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jazzista100
jazzistico,['MUSICA  --  relativo al jazz o ai jazzisti concerto jazzistico | complesso jazzistico | stile jazzistico | gruppo jazzistico | musica jazzistica | tecnica jazzistica'],"['jaz', 'zi', 'sti', 'co']",jazzìstico, /ʤetˈtsistiko/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jazzistico100
jeans,"['TESSITURA VOCE INGLESE  --   tela di cotone grezzo ruvida e robusta, solitamente di colore blu, molto resistente usata per abiti da lavoro e indumenti sportivi una camicia di jeans | una borsa di jeans | una gonna di jeans | una ragazza vestita di jeans | risvolti di jeans; anche in funzione appositiva tessuto jeans | tela jeans | giubbotto jeans', 'ABBIGLIAMENTO VOCE INGLESE  --   ellissi di blue-jeans', 'PER ESTENSIONE  --  pantaloni sportivi di foggia simile a quello dei blue jeans anche se di tessuto diverso jeans di velluto | jeans bianchi | jeans di pelle | jeans di fustagno']",['jeans'],jeans, /ˈʤins/,"['sostantivo maschile', 'sostantivo maschile plurale']",['stile jeans'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jeans100
jeanseria,"['ABBIGLIAMENTO  --  negozio di abbigliamento in cui si vendono blue jeans e altro vestiario casual o sportivo', 'ABBIGLIAMENTO PER ESTENSIONE  --   fabbrica di jeans', 'ABBIGLIAMENTO PER ESTENSIONE  --   tipo di abbigliamento costituito esclusivamente da indumenti in tela jeans e casual']","['je', 'an', 'se', 'ri', 'a']",jeanserìa, /ʤinseˈria/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jeanseria100
jeep,"[""TRASPORTI VOCE INGLESE  --   grossa camionetta scoperta, leggera, robusta, a quattro ruote motrici, predisposta per la marcia su terreni impervi grazie alla trazione supplementare applicabile alle ruote anteriori; usata originariamente dall'esercito americano"", 'TRASPORTI PER ESTENSIONE VOCE INGLESE  --    qualunque vettura fuoristrada specialmente scoperta']",['jeep'],jeep, /ˈʤip/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jeep100
jenni,['TESSITURA  --  lo stesso che giannetta'],"['jen', 'ni']",jenni, /ˈʤɛnni/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jenni100
jersey,"['TESSITURA VOCE INGLESE  --   tessuto pettinato a maglia rasata, molto morbido e liscio, di seta o specialmente di lana', 'ABBIGLIAMENTO VOCE INGLESE  --   golf confezionato con tale tipo di tessuto']","['jer', 'sey']",jersey, /ˈʤɛrsi/,['sostantivo maschile'],['new jersey'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jersey100
jet,"['AVIAZIONE  --  aereo a reazione o con motore a getto', ""FISICA  --  nella fisica delle particelle, insieme collimato di particelle, solitamente adroni, emerse da un'interazione che è il risultato della frammentazione di un protone""]",['jet'],jet, /ˈʤɛt/,['sostantivo maschile'],"['jet liner', 'jet lag']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jet100
jet-set,['VOCE INGLESE  --  lo stesso che jet society'],['jet-set'],"jet–set, jet set"," /,ʤɛtˈsɛt/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jet-set100
jet-society,"[""VOCE INGLESE  --  la parte più abbiente dell'alta società internazionale che compie frequenti viaggi in jet per affari o per svago""]","['jet-so', 'cie', 'ty', '', '']","jet–society, jet society"," /,ʤɛtsoˈsajeti/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jet-society100
jeu,"[""LETTERATURA  --  nell'antica letteratura francese del Duecento e Trecento, qualsiasi rappresentazione drammatica, sacra o profana, in lingua volgare""]",['jeu'],jeu, /ˈʒø/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jeu100
jiddisch,['LINGUISTICA  --  variante grafica di yiddish'],"['jid', 'disch']",jiddisch, /ˈiddiʃ/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jiddisch100
jiddish,['LINGUISTICA  --  variante grafica di yiddish'],"['jid', 'dish']",jiddish, /ˈiddiʃ/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jiddish100
jihad,"[""RELIGIONE VOCE ARABA  --   guerra santa combattuta contro gli infedeli e contro i nemici dell'Islam"", ""POLITICA VOCE ARABA  --   denominazione di gruppi integralisti musulmani responsabili di azioni terroristiche all'estero""]","['ji', 'had']",jihad, /ʤiˈhad/,['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jihad100
jingle,"['VOCE INGLESE  --  breve motivo musicale, facilmente orecchiabile, che accompagna i messaggi pubblicitari alla radio o alla televisione o che introduce lo spazio a essi riservato']","['jin', 'gle']",jingle, /ˈʤingol/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jingle100
job,"['ECONOMIA VOCE INGLESE  --   impiego, posto di lavoro', ""ECONOMIA PER ESTENSIONE VOCE INGLESE  --    l'attività, la mansione svolta"", ""SOCIOLOGIA VOCE INGLESE  --   l'attività lavorativa degli operai, studiata ai fini dell'organizzazione scientifica del lavoro"", ""INFORMATICA VOCE INGLESE  --   elaborazione complessa svolta da un calcolatore elettronico come un'unità di lavoro""]",['job'],job, /ˈʤɔb/,['sostantivo maschile'],"['job on call', 'job creation', 'job evaluation', 'job sharing', 'job on call']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=job100
jobber,"['FINANZA VOCE INGLESE  --   operatore di borsa, specialmente di quella di Londra, che tratta titoli passatigli dal broker, senza contatti diretti con la clientela', ""COMMERCIO VOCE INGLESE  --   commerciante all'ingrosso, grossista""]","['job', 'ber']",jobber, /ˈʤɔbber/,['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jobber100
jockey,"['SPORT VOCE INGLESE  --   fantino di corse al galoppo', 'GIOCHI RARO VOCE INGLESE  --    nelle carte francesi, denominazione non comune del fante']","['jo', 'ckey']",jockey, /ˈʤɔkej/,['sostantivo maschile'],"['video jockey', 'video jockey']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jockey100
jodel,"['VOCE TEDESCA  --  grido o canto tipico delle zone alpine tirolesi e svizzere, caratterizzato da prolungato gorgheggio, particolare effetto di voce che caratterizza i canti popolari dei montanari tedeschi, con rapidi passaggi dalla voce di petto al falsetto; è detto anche Jodler']","['jo', 'del']",jodel, /ˈjɔdel/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jodel100
jodhpurs,"['ABBIGLIAMENTO VOCE INGLESE  --   calzoni, pantaloni da equitazione']","['jodh', 'purs']",jodhpurs, /ˈʤɔdpurs/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jodhpurs100
jodler,"['lo stesso che jodel', 'cantore di jodel']","['jo', 'dler']",jodler, /ˈjɔdler/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jodler100
jogging,"['SPORT  --  passeggio in forma di corsa, a passo lento e piacevole, intervallato da tratti a passo di marcia, praticato in luoghi pubblici come a scopo di esercizio fisico allo scopo di aumentare il benessere senza subire lo stress derivato dalla corsa vera e propria']","['jog', 'ging']",jogging, /ˈʤɔgging/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jogging100
joint,"['GERGALE  --  sigaretta di marijuana o hascisc; spinello', 'MILITARE  --  struttura costituita da forze provenienti da più forze armate; interforze']",['joint'],joint, /ˈʤɔjnt/,['sostantivo maschile'],"['joint venture', 'joint venture']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=joint100
jolly,"['GIOCHI VOCE INGLESE  --   in alcuni giochi di carte, ciascuna delle due particolari carte aggiunte in alcuni mazzi da 52 carte e alle quali il giocatore può attribuire il valore che più gli conviene; matta', 'FIGURATO VOCE INGLESE  --   persona capace di svolgere mansioni diverse a seconda delle necessità del momento fare da jolly; anche in funzione appositiva impiegato jolly; per analogia detto anche di cose carattere jolly', 'SPORT FIGURATO VOCE INGLESE  --    in alcuni sport a squadre, il giocatore che è in grado di coprire indifferentemente ruoli diversi od opposti quel giocatore è il jolly della squadra; anche in funzione appositiva un calciatore jolly']","['jol', 'ly']",jòlly, /ˈʤɔlli/,['sostantivo maschile'],"['pescare il jolly', 'reazione miastenica o di Jolly']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jolly100
jota,"['variante grafica di iota', 'variante grafica di iota', 'variante grafica di iota']","['jo', 'ta']",jòta, /ˈjɔta/,"['sostantivo femminile', 'sostantivo maschile e femminile', 'simbolo']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jota100
joule,"[""FISICA  --  nel Sistema Internazionale, unità di misura dell'energia e del lavoro pari al lavoro compiuto dalla forza di 1 newton il cui punto di applicazione si sposti di 1 metro nella direzione della forza; simbolo J effetto joule""]","['jou', 'le']",joule," /ˈʤawl/, /ˈʤuɲl/",['sostantivo maschile'],['effetto joule'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=joule100
joulometro,['ELETTRICITÀ  --  wattorametro o contatore elettrico con scala espressa in joule'],"['jou', 'lo', 'me', 'tro']",joulometro," /ʤawˈlɔmetro/, /ʤuˈlɔmetro/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=joulometro100
joyciano,"['LETTERATURA  --  relativo allo scrittore irlandese James Joyce e alla sua opera la narrativa joyciana | lo sperimentalismo joyciano', 'LETTERATURA  --  studioso, appassionato, imitatore dello scrittore irlandese James Joyce']","['joy', 'cia', 'no']",joyciàno," /ʤojˈsjano/, /ʤojsˈsjano/","['aggettivo', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=joyciano100
joystick,"['INFORMATICA  --  dispositivo munito di cloche che serve a controllare il movimento del cursore, usato specialmente nei videogiochi per far muovere delle immagini sullo schermo']","['joy', 'stick']",joystick, /ˈʤɔjstik/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=joystick100
judo,"[""SPORT VOCE GIAPPONESE  --   tecnica di lotta simile al jujutsu dal quale deriva, che consiste nello squilibrare l'avversario sfruttando la sua stessa forza; i lottatori si affrontano indossando una camicia di tela, che facilita le prese; è detta anche lotta giapponese""]","['ju', 'do']",judo," /ˈʤudo/, /ʤuˈdɔ/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=judo100
judogi,['SPORT VOCE GIAPPONESE  --   chimono da judo aderente al corpo mediante una cintura il cui colore indica il livello raggiunto dal lottatore'],"['ju', 'do', 'gi']",judógi, /ʤuˈdɔgi/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=judogi100
judoista,"['SPORT  --  chi pratica il judo, judoka']","['ju', 'do', 'i', 'sta']",judoìsta, /ʤudoˈista/,['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=judoista100
judoistico,['SPORT  --  relativo al judo e ai judoka'],"['ju', 'do', 'i', 'sti', 'co']",judoìstico, /ʤudoˈistiko/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=judoistico100
judoka,"['SPORT VOCE GIAPPONESE  --   chi pratica il judo, judoista']","['ju', 'do', 'ka']",judoka, /ʤuˈdɔka/,['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=judoka100
jugendstil,"[""ARTE VOCE TEDESCA  --   denominazione tedesca e austriaca dell'art nouveau, del liberty o floreale; anche in funzione appositiva una facciata jugendstil""]","['ju', 'gend', 'stil']",jugendstil," /ˈjugendstil/, /,jugendˈstil/",['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jugendstil100
jugoslavo,['variante grafica di iugoslavo'],"['ju', 'go', 'sla', 'vo']",jugoslàvo, /jugozˈlavo/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jugoslavo100
jujitsu,['SPORT  --  variante grafica di jujutsu'],"['ju', 'ji', 'tsu']",jujitsu, /ʤuˈʤittsu/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jujitsu100
juke-box,"[""VOCE INGLESE  --  apparecchio automatico a gettone o a monete, posto specialmente nei locali pubblici per l'ascolto di dischi in vinile, contenente un giradischi e numerosi dischi di musica leggera che possono essere selezionati e premendo determinati tasti"", 'INFORMATICA  --  lettore multiplo di CD-ROM o di CD musicali', ""INFORMATICA  --  programma che permette la copia, l'ordinamento e l'esecuzione di file musicali""]","['ju', 'ke', '-box', '']","jukebox, juke–box", /ʤuˈbɔks/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=juke-box100
jukebox,"[""VOCE INGLESE  --  apparecchio automatico a gettone o a monete, posto specialmente nei locali pubblici per l'ascolto di dischi in vinile, contenente un giradischi e numerosi dischi di musica leggera che possono essere selezionati e premendo determinati tasti"", 'INFORMATICA  --  lettore multiplo di CD-ROM o di CD musicali', ""INFORMATICA  --  programma che permette la copia, l'ordinamento e l'esecuzione di file musicali""]","['ju', 'ke', 'box', '']","jukebox, juke–box", /ʤuˈbɔks/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jukebox100
julienne,"[""GASTRONOMIA VOCE FRANCESE  --   modo di tagliare le verdure a cubetti o a striscioline sottili; l'insieme delle verdure tagliate in tale modo; usato specialmente nelle locuzioni «a julienne», «alla julienne» carote a julienne | carote alla julienne"", ""GASTRONOMIA VOCE FRANCESE  --   zuppa di verdure miste tagliate a striscioline sottili o a dadini, con l'aggiunta talora anche di carni""]","['ju', 'lien', 'ne']",julienne, /ʒuˈljɛn/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=julienne100
jumbo,"['AVIAZIONE  --  ellissi di jumbo jet', 'TRASPORTI  --  ellissi di jumbo-tram', 'COMMERCIO  --  nel linguaggio pubblicitario, di prodotto che ha dimensioni superiori al normale confezione jumbo', 'PER ESTENSIONE  --  enorme, gigantesco', 'MINERARIA  --  veicolo scorrevole su rotaie o ruote gommate, dotato di motore proprio e di bracci laterali alle cui estremità sono montate delle perforatrici']","['jum', 'bo']",jumbo," /ˈʤumbo/, /ˈʤambo/",['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jumbo100
jumbo-jet,"[""AVIAZIONE VOCE INGLESE  --   grande aeroplano a reazione per usi civili, capace di trasportare un grosso carico di passeggeri e di merci, detto specialmente dell'aereo Boeing 747 prendere il jumbo jet per New York""]","['jum', 'bo-jet']",jumbo–jet," /,ʤumboˈʤɛt/, /,ʤamboˈʤɛt/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jumbo-jet100
junghiano,"['PSICOLOGIA  --  relativo allo psicanalista svizzero Carl Gustav Jung e alle sue teorie scuola junghiana | psicoanalisi junghiana', 'PSICOLOGIA  --  seguace di Jung e delle sue teorie il mio analista è uno junghiano | un analista di scuola junghiana']","['jun', 'ghia', 'no']",junghiàno, /junˈgjano/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=junghiano100
jungla,['variante arcaica di giungla'],"['jun', 'gla']",jùngla, /ˈʤungla/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jungla100
jungle,"['MUSICA VOCE INGLESE  --   genere di musica techno con marcate influenze reggae e dub, in cui predomina il suono del basso e della batteria elettronica', 'ABBIGLIAMENTO  --  detto di uno stile che si ispira ai colori e alle fantasie della giungla; capi realizzati in questo stile']","['jun', 'gle']",jungle, /ˈʤangol/,"['sostantivo maschile', 'aggettivo e sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jungle100
junior,"['SPORT VOCE LATINA  --   (plurale: juniores) detto di atleta: che appartiene a una categoria giovanile categoria juniores | atleta junior; anche sostantivato quel ragazzo è uno junior del nuoto ', ""STORIA VOCE LATINA  --   nell'antica Roma, detto di cittadino tra il diciassettesimo e quarantacinquesimo anno di età"", 'VOCE LATINA  --  posposto a un nome proprio di persona, specialmente nella forma abbreviata jr. o jun., indica il membro più giovane della stessa famiglia in caso di omonimia Giovanni Agnelli junior; questo uso è limitato ai nomi di contemporanei, per i personaggi storici si preferisce dire il Giovane Plinio il Giovane', ""RARO VOCE LATINA  --   detto di chi, specialmente per la sua giovane età o per anzianità di servizio, ha un'esperienza di lavoro limitata consulente junior | operatore junior"", 'RARO VOCE LATINA  --   detto di laureato che ha conseguito una laurea triennale dottore iunior | ingegnere junior | architetto junior']","['ju', 'nior']",jùnior, /ˈjunjor/,"['agg. e s. maschile e femminile', 'aggettivo']",['flying junior'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=junior100
juniores,"['SPORT VOCE LATINA  --   detto di categoria, e di atleti di età compresa generalmente tra i 16 e i 21 anni e che prevede gare giovanili alle quali possono partecipare solo atleti di tale età; propriamente plurale di junior']","['ju', 'nio', 'res']",juniòres, /juˈnjɔres/,['agg. e s. maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=juniores100
junker,"['STORIA VOCE TEDESCA  --   anticamente, figlio cadetto di sovrano o della nobiltà prussiana', ""STORIA VOCE TEDESCA  --   nell'Ottocento, membro dell'aristocrazia terriera reazionaria prussiana, spesso indicato come emblema di conservatorismo estremo""]","['jun', 'ker']",junker, /ˈjunker/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=junker100
jupe-culotte,['ABBIGLIAMENTO VOCE FRANCESE  --   gonna pantalone'],"['ju', 'pe-cu', 'lot', 'te']",jupe–culotte," /,ʒupkuˈlɔt/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jupe-culotte100
jupon,['ABBIGLIAMENTO VOCE FRANCESE  --   sottogonna'],"['ju', 'pon']",jupon, /ʒuˈpɔn/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=jupon100
juta,['variante grafica di iuta'],"['ju', 'ta']",jùta, /ˈjuta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=juta100
