parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
tabido,"['RARO  --  che è infettato da materia putrida, da tabe', 'RARO  --  che va in decomposizione, in putrefazione']","['ta', 'bi', 'do']",tàbido, /ˈtabido/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabido100
tabla,"['MUSICA VOCE HINDI  --   strumento a percussione indiano, consistente in due tamburi di dimensioni diverse che si suonano con le mani, della cui pelle si può modificare la tensione ruotando dei cilindretti']","['ta', 'bla']",tabla, /ˈtabla/,['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabla100
tablino,"[""ARCHITETTURA  --  nell'antica Roma: stanza principale della casa, collocata tra l'atrio e il peristilio; conteneva in origine anche il letto matrimoniale e forse serviva da sala da pranzo; più tardi, con l'introduzione del triclinio, divenne sala di ricevimento""]","['ta', 'bli', 'no']",tablìno, /taˈblino/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tablino100
tabloid,"['periodico scandalistico, di formato intermedio fra la rivista e il quotidiano', 'il formato di questo tipo di giornale']","['ta', 'bloid']",tabloid, /taˈblɔjd/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabloid100
tabloide,['FARMACOLOGIA  --  preparato farmaceutico in forma di compressa o di tavoletta'],"['ta', 'bloi', 'de']",tablòide, /taˈblɔjde/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabloide100
taboga,['toboga'],"['ta', 'bo', 'ga']",tabòga, /taˈbɔga/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taboga100
tabu,"['ciò che viene ritenuto sacro e inviolabile, nelle religioni animiste', 'ciò che non è accessibile, non può essere toccato o trattato in un discorso']","['ta', 'bu', '']","tabù, tàbu"," /ˈtabu/, /taˈbu/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabu100
tabuato,"['LINGUISTICA  --  detto di parola che è scomparsa o sta per scomparire a causa di tabù religiosi, sociali o morali']","['ta', 'bu', 'a', 'to']",tabuàto, /tabuˈato/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabuato100
tabuizzare,"['rendere tabù un oggetto, una persona, un luogo, una situazione e simili']","['ta', 'bu', 'iz', 'za', 're']",tabuizzàre, /tabuidˈdzare/,['verbo transitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabuizzare100
tabuizzato,['participio passato di tabuizzare nei significati del verbo'],"['ta', 'bu', 'iz', 'za', 'to']",tabuizzàto, /tabuidˈdzato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabuizzato100
tabula,"['VOCE LATINA  --  tavola, tabella, quadro; è elemento frequente in denominazioni di antiche epigrafi, tavole incise o figurate', 'GIOCHI  --  antico gioco da tavola, antenato del backgammon, con tavoliere, dadi e pedine']","['ta', 'bu', 'la']",tàbula, /ˈtabula/,['sostantivo femminile'],"['far tabula rasa', 'tabula rasa', 'essere una tabula rasa', 'fare tabula rasa', 'tabula gratulatoria', 'tabula rasa', 'fare tabula rasa', 'tabula gratulatoria']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabula100
tabulare,"['che ha forma piatta, come una tavola', 'che ha forma piatta, come una tavola']","['ta', 'bu', 'la', 're']",tabulàre, /tabuˈlare/,"['aggettivo', 'verbo transitivo']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabulare100
tabulario,"[""archivio pubblico dell'antica Roma""]","['ta', 'bu', 'la', 'rio']",tabulàrio, /tabuˈlarjo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabulario100
tabulato,"['prospetto stampato, tabella riassuntiva contenente dati elaborati al computer', 'PALEONTOLOGIA  --  ogni animale fossile del gruppo dei Tabulati', 'PALEONTOLOGIA  --  (con iniziale maiuscola) gruppo di animali fossili vissuti dal Siluriano al Paleozoico']","['ta', 'bu', 'la', 'to']",tabulàto, /tabuˈlato/,"['aggettivo e sostantivo maschile', 'sostantivo maschile', 'sostantivo maschile plurale']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabulato100
tabulatore,['dispositivo della macchina per scrivere che consente di incolonnare rapidamente i numeri'],"['ta', 'bu', 'la', 'to', 're']",tabulatóre, /tabulaˈtore/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabulatore100
tabulatrice,"['TECNOLOGIA  --  macchina meccanografica, di funzionamento simile a quello di una telescrivente, che elabora e stampa i dati riportati su schede perforate, disponendoli in prospetti']","['ta', 'bu', 'la', 'tri', 'ce']",tabulatrìce, /tabulaˈtriʧe/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabulatrice100
tabulazione,"['il disporre in tabelle i dati', ""l'operazione di stampa mediante tabulatrice""]","['ta', 'bu', 'la', 'zio', 'ne']",tabulazióne, /tabulatˈtsjone/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabulazione100
tabuto,"[""REGIONALE  --  nell'uso siciliano: variante meno comune di tabbuto pesavano come piombo per i tabuti di noce massiccia [Sciascia] | un milione va  …  per medicine tabuti e carro funebre [Sciascia]""]","['ta', 'bu', 'to']",tabùto, /taˈbuto/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tabuto100
tac,"[""riproduce un rumore, improvviso, leggero e secco simile a quello di una molla che scatta o di qualcosa che si spezza; si usa spesso intercalato dopo un tic per rappresentare il rumore dell'orologio o di un altro meccanismo con movimento ritmico (anche sostantivato) si udì un tac leggero, come di una serratura che scatta"", ""esprime il verificarsi veloce e inaspettato di qualcosa tac!, è apparso all'improvviso | mi giro e, tac!, me lo trovo davanti | stavo andandomene e invece tac, mi ha beccato! | speravo di passare inosservato e invece, tac!, si rivolse proprio a me | speravo di non essere interrogato e tac! ha chiamato proprio me"", 'METROLOGIA  --  lo stesso che tat', 'MEDICINA  --  Tomografia Assiale Computerizzata', 'TRASPORTI  --  Treno ad Alta Capacità']",['tac'],tac, /ˈtak/,"['onomatopea e sostantivo maschile', 'interiezione', 'sostantivo maschile', 'sigla']","['tic tac', 'tac multistrato', 'tomografia assiale computerizzata', 'tic tac']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tac100
tacca,"['piccola incisione con i tagli convergenti, intaccatura', 'stampo, levatura, valore']","['tac', 'ca']",tàcca, /ˈtakka/,['sostantivo femminile'],"['tacca, taglia di contrassegno', 'tacca, taglia di contrassegno']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacca100
taccagneria,"['carattere, proprietà, condizione di chi è taccagno, avaro; avarizia, spilorceria, tirchieria, grettezza']","['tac', 'ca', 'gne', 'ri', 'a']",taccagnerìa, /takkaɲɲeˈria/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccagneria100
taccagno,"['che è molto attaccato al denaro, avaro']","['tac', 'ca', 'gno']",taccàgno, /takˈkaɲɲo/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccagno100
taccamacca,"['CHIMICA FARMACOLOGIA  --   oleoresina bruno giallastra, che si presenta in pezzi di consistenza tenera, estratta da alcune piante della famiglia delle Guttifere, in passato usata a scopo terapeutico per impiastri e fumigazioni']","['tac', 'ca', 'mac', 'ca']",taccamàcca, /takkaˈmakka/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccamacca100
taccata,['ognuno dei sostegni su cui poggia la chiglia della nave quando è in costruzione o si trova nel bacino di carenaggio'],"['tac', 'ca', 'ta']",taccàta, /takˈkata/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccata100
taccato,"['participio passato di taccare nei significati del verbo', 'RARO  --  fornito di tacche, contrassegnato con tacche', 'ARCAICO  --  macchiato, chiazzato, maculato, screziato lo scolare, che di mal pelo avea taccata la coda [Boccaccio]']","['tac', 'ca', 'to']",taccàto, /takˈkato/,['participio passato e aggettivo'],['acciai taccati'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccato100
tacche,['tac'],"['tac', 'che']",tàcche, /ˈtakke/,['onomatopea'],['ticche tacche'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacche100
taccheggiare,['TIPOGRAFIA  -- (AVERE) applicare la tecnica del taccheggio; aggiungere pezzi di carta nel cilindro della macchina stampante dove è risulta debole la pressione con lo scopo di avere una stampa uniforme'],"['tac', 'cheg', 'gia', 're']",taccheggiàre, /takkedˈʤare/,['verbo transitivo e intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccheggiare100
taccheggiato,['participio passato di taccheggiare nei significati del verbo incisione ben taccheggiata'],"['tac', 'cheg', 'gia', 'to']",taccheggiàto, /takkedˈʤato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccheggiato100
taccheggiatore,"['chi ruba merci che sono esposte per la vendita nei negozi', ""TIPOGRAFIA  --  lavoratore addetto all'operazione del taccheggio, che applica sottili strisce di carta nelle zone in cui la pressione di stampa è insufficiente allo scopo di renderla uniforme""]","['tac', 'cheg', 'gia', 'to', 're']",taccheggiatóre, /takkedʤaˈtore/,"['sostantivo maschile', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccheggiatore100
taccheggiatrice,"['SPREGIATIVO  --  donna da marciapiede, passeggiatrice, prostituta', 'femminile di taccheggiatore']","['tac', 'cheg', 'gia', 'tri', 'ce']",taccheggiatrìce, /takkedʤaˈtriʧe/,"['sostantivo femminile', 'sostantivo femminile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccheggiatrice100
taccheggio,"[""TIPOGRAFIA  --  l'operazione di applicare dei tacchi, ossia piccole strisce di carta sul foglio che ricopre il cilindro, per correggere lievi disuguaglianze di stampa"", 'furto di merci esposte per la vendita']","['tac', 'cheg', 'gio']",tacchéggio, /takˈkedʤo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccheggio100
tacchete,['riproduce un rumore secco simile a quello di un oggetto di piccole dimensioni che cade'],"['tac', 'che', 'te']",tàcchete, /ˈtakkete/,['onomatopea'],['ticchete tacchete'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchete100
tacchetta,"['diminutivo di tacca', 'SPORT  --  in alpinismo, lo stesso che réglette']","['tac', 'chet', 'ta']",tacchétta, /takˈketta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchetta100
tacchettare,['camminare facendo battere rumorosamente i tacchi'],"['tac', 'chet', 'ta', 're']",tacchettàre, /takketˈtare/,['verbo intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchettare100
tacchettata,['RARO  --  colpo inferto con i tacchetti delle scarpe da calcio'],"['tac', 'chet', 'ta', 'ta']",tacchettàta, /takketˈtata/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchettata100
tacchettato,"['participio passato di tacchettare nei significati del verbo', 'detto di scarpa per giocare a calcio, rugby, ecc.: fornita di tacchetti suole tacchettate', 'detto di pneumatici: munito di tacchetti di gomma pneumatici tacchettati']","['tac', 'chet', 'ta', 'to']",tacchettàto, /takketˈtato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchettato100
tacchettio,['rumore fitto prodotto dai tacchi di chi cammina rapidamente'],"['tac', 'chet', 'ti', 'o']",tacchettìo, /takketˈtio/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchettio100
tacchetto,"['ogni piccolo cilindro di alluminio o plastica, sistemato sotto la suola delle scarpe utilizzate nel gioco del calcio', 'ciò che permette nelle macchine utensili, di mettere in movimento la spola']","['tac', 'chet', 'to']",tacchétto, /takˈketto/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchetto100
tacchinare,"['GERGALE  --  corteggiare in modo pressante, insistente e maleducato mi ha tacchinato per tutta la sera']","['tac', 'chi', 'na', 're']",tacchinàre, /takkiˈnare/,['verbo transitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchinare100
tacchinato,['participio passato di tacchinare nei significati del verbo'],"['tac', 'chi', 'na', 'to']",tacchinàto, /takkiˈnato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchinato100
tacchino,"['ZOOLOGIA  --  grosso uccello da cortile commestibile dal corpo pesante, con penne nerastre, testa e collo nudi rosso-violacei, coda erigibile a ruota nel maschio (famiglia: Fasianidi)']","['tac', 'chi', 'no']",tacchìno, /takˈkino/,['sostantivo maschile'],"['collo di tacchino di struzzo di giraffa di cigno', 'enteroepatite infettiva dei tacchini']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacchino100
taccia,['imputazione attribuita dalla voce pubblica'],"['tac', 'cia']",tàccia, /ˈtatʧa/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccia100
tacciabile,"[""che può o che merita di essere tacciato di qualcosa; meritevole di un'imputazione siete tacciabili di malafede""]","['tac', 'cia', 'bi', 'le']",tacciàbile, /tatˈʧabile/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacciabile100
tacciare,"['dare la taccia, accusare']","['tac', 'cia', 're']",tacciàre, /tatˈʧare/,['verbo transitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacciare100
tacciato,['participio passato di tacciare nei significati del verbo'],"['tac', 'cia', 'to']",tacciàto, /tatˈʧato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacciato100
taccio,"['ARCAICO  --  accomodamento, transazione', 'ARCAICO  --  cottimo']","['tac', 'cio']",tàccio, /ˈtatʧo/,['sostantivo maschile'],['taccio o setaccio'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccio100
tacco,"[""rialzo di cuoio o legno, più o meno alto, che si applica all'estremità posteriore della suola delle scarpe, su cui posa il calcagno"", 'pezzo di legno usato per tenere fermo un oggetto o per sollevarlo', 'TIPOGRAFIA  --  la striscia di carta usata nel taccheggio']","['tac', 'co']",tàcco, /ˈtakko/,['sostantivo maschile'],"['battere i tacchi o il tacco', 'sfiossare il tacco', 'alzare i tacchi']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=tacco100
taccola,"['ZOOLOGIA  --  uccello che vive nel Mezzogiorno e nelle isole, simile al corvo, ma di minori proporzioni (famiglia: Corvidi)', 'BOTANICA  --  sorta di pisello con semi piccoli e grosso baccello']","['tac', 'co', 'la']",tàccola, /ˈtakkola/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=taccola100
