parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
zaffatura,"[""ENOLOGIA MARINERIA MEDICINA  --    l'operazione, l'atto e l'effetto dello zaffare; chiusura ottenuta con uno zaffo, zaffamento""]","['zaf', 'fa', 'tu', 'ra']",zaffatùra, /tsaffaˈtura/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaffatura100
zaffe,['lo stesso che zaff'],"['zaf', 'fe']",zàffe, /ˈdzaffe/,"['onomatopea, sostantivo maschile e interiezione']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaffe100
zaffera,"[""CERAMICA  --  nell'industria della maiolica, tonalità particolare di turchino cupo o di violetto, quasi nera, usata in rilievo""]","['zaf', 'fe', 'ra']",zàffera, /ˈdzaffera/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaffera100
zafferanato,"['GASTRONOMIA  --  che contiene zafferano, condito con lo zafferano riso zafferanato | intingolo zafferanato', 'del colore dello zafferano carta zafferanata']","['zaf', 'fe', 'ra', 'na', 'to']",zafferanàto, /dzafferaˈnato/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zafferanato100
zafferano,"[""BOTANICA  --  nome comune di una pianta erbacea del genere Croco (Crocus sativus) con fiori a imbuto violetti, bianchi o variegati, dai cui stimmi, amari, si estrae una sostanza gialla, detta anch'essa zafferano, usata in farmacia e in cucina"", 'ALIMENTAZIONE  --  droga che si ricava dagli stimmi essiccati di tale pianta, costituita da una polvere di colore giallo rossastro usata specialmente in cucina come condimento aromatizzante, e in farmacia risotto allo zafferano | risotto alla milanese con lo zafferano', 'colore giallo intenso simile a quello di tale polvere un maglione color zafferano | una stoffa color zafferano | una gonna color zafferano | camicetta color zafferano | aveva un viso giallo come lo zafferano', 'di tale colore un maglione zafferano | una stoffa zafferano | una gonna zafferano | camicetta zafferano | vestito zafferano', ""ORNITOLOGIA  --  altro nome comune di un gabbiano del genere Laro (Larus fuscus) con le zampe di colore giallo, diffuso lungo le coste dell'Europa e dell'Africa, simile al gabbiano reale"", ""ORNITOLOGIA  --  altro nome comune dell'uccello altrimenti noto come gavina (Larus canus)""]","['zaf', 'fe', 'ra', 'no']",zafferàno, /dzaffeˈrano/,"['sostantivo maschile', 'aggettivo', 'sostantivo maschile']","['zafferano bastardo o falso', 'amaro dello zafferano']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zafferano100
zaffirino,"['RARO  --  di zaffiro pietra zaffirina | gemma zaffirina | agata zaffirina', 'RARO  --  che ha colore simile a quello dello zaffiro cielo zaffirino | colore zaffirino', 'MINERALOGIA  --  minerale molto raro di colore azzurro o verde costituito da silicato di magnesio e alluminio, che cristallizza nel sistema monoclino; è detto anche saffirina']","['zaf', 'fi', 'ri', 'no']",zaffirìno, /dzaffiˈrino/,"['aggettivo', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaffirino100
zaffiro,"['MINERALOGIA  --  varietà di corindone di colore azzurro trasparente, usato come pietra preziosa una collana di zaffiri', 'OREFICERIA PER ESTENSIONE  --   gioiello, specialmente anello, con tale pietra mi hanno regalato uno zaffiro', ""OREFICERIA PER ESTENSIONE  --   prendono il nome di zaffiro anche minerali di natura diversa zaffiro d'acqua | zaffiro del Brasile | zaffiro falso | zaffiro spinello"", 'il colore azzurro limpido simile a quello di tale pietra cielo di zaffiro', ""PER ESTENSIONE  --  il colore azzurro limpido e trasparente, tipico di questa pietra occhi di zaffiro | cielo di zaffiro | dolce color d'orïental zaffiro, / che s'accoglieva nel sereno aspetto / del mezzo, puro infino al primo giro [Dante] | li astri arridenti qua e là pe 'l profondo zaffiro [D'Annunzio]"", 'di tale colore occhi zaffiro | cielo zaffiro']","['zaf', 'fi', 'ro', '', '']","zaffìro, zàffiro"," /dzafˈfiro/, /ˈdzaffiro/","['sostantivo maschile', 'aggettivo']","[""zaffiro d'acqua o del Brasile"", 'zaffiro orientale', 'zaffiro del Cachemir', 'zaffiro di Ceylon', 'zaffiro di Birmania', 'zaffiro del Siam', 'zaffiro australiano', 'zaffiro bianco o leucozaffiro', 'zaffiro stellato o asteria', 'zaffiro occhio di gatto o girasole orientale', 'zaffiro di Francia', 'zaffiro falso', 'zaffiro spinello', 'zaffiri sintetici o ricostituiti o artificiali']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaffiro100
zaffo,"['ENOLOGIA  --  tappo di legno di forma troncoconica rivestito di stoppa o di tessuto, usato per chiudere il foro della botte, del tino, del barile stette attento quando el tavernaio aveva faccende, e andossene al cellaio, dove el tavernaio teneva el vino, e gionse a una botte e cavone fuore il zaffo e lassa versare el vino [Bernardino]', 'ENOLOGIA  --  sorta di cavicchio che chiude la cannella della botte', 'PER ESTENSIONE  --  tappo', 'MARINERIA  --  tappo con cui si chiude una falla di piccole dimensioni; turafalle', ""MARINERIA  --  tappo dell'alleggio"", 'MEDICINA  --  batuffolo di cotone idrofilo o di garza usato per tamponare emorragie o che si introduce nelle ferite profonde quando è necessario mantenerle aperte', 'ARCAICO  --  sbirro, sgherro la pigrizia e la venale complicità dei zaffi [Nievo]']","['zaf', 'fo']",zàffo, /ˈtsaffo/,"['sostantivo maschile', 'sostantivo maschile']",['zaffi cancerigni'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaffo100
zafra,['VOCE SPAGNOLA  --  a Cuba: raccolta della canna da zucchero'],"['za', 'fra']",zafra, /ˈdzafra/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zafra100
zagaglia,"['ARMI  --  arma simile alla lancia, ma di dimensioni più ridotte, con punta a foglia di olivo il più delle volte dentata, in uso fino al principio del Seicento e ancor oggi in uso presso popoli primitivi come arma da urto e da lancio questo la inconscia zagaglia barbara / prostrò [Carducci] | scorse un indiano seminudo, appoggiato a una specie di zagaglia, sormontata dal misterioso serpente [Salgari]', ""ETNOLOGIA  --  arma da getto, con manico corto e lama di pietra, osso, corno e simili, affilata e penetrante, diffusa nel Paleolitico superiore e oggi ancora in uso specialmente presso gli aborigeni australiani e presso varie popolazioni dell'Africa meridionale""]","['za', 'ga', 'glia']",zagàglia, /dzaˈgaʎʎa/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zagaglia100
zaganella,"['ARCAICO  --  grossa fune', ""ARCAICO  --  orlatura listata con fili d'argento e d'oro"", 'ARCAICO  --  beffa, scherno, derisione']","['za', 'ga', 'nel', 'la']",zaganèlla, /dzagaˈnɛlla/,['sostantivo femminile'],['attaccare le zaganelle'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaganella100
zagara,"[""BOTANICA  --  il fiore degli agrumi, specialmente dell'arancio e del limone il profumo delle zagare | le zagare le cadevano sul capo [D'Annunzio] | boschetti d'agrumi imbalsamati di zàgare e di gelsomini [Pirandello] | che lunga notte e luna rossa e verde / al tuo grido tra zagare [Quasimodo]"", ""COSMETICA  --  l'essenza estratta da tale fiore""]","['za', 'ga', 'ra']",zàgara, /ˈdzagara/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zagara100
zagarella,"['ARCAICO  --  nastro, fettuccia', 'ZOOLOGIA  --  striscia scura che percorre il manto dei cavalli e di altri equini lungo la schiena; è detta anche riga di mulo']","['za', 'ga', 'rel', 'la']",zagarèlla, /dzagaˈrɛlla/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zagarella100
zaino,"['sacco di tela robusta o di altro materiale resistente e impermeabile per arnesi, di forma più o meno quadrangolare, vestiario e provviste che si porta a spalla per mezzo di apposite cinghie, usato da soldati, alpinisti, gitanti, escursionisti, ecc.; sacco da montagna preparare lo zaino | portare un pesante zaino | fare lo zaino | zaino in spalla! | zaino a terra! | zaino affardellato | spruzzatore a zaino | cartella a zaino | riempire lo zaino', ""ARCAICO  --  piccolo sacco di pelle di capra o di pecora, con la parte pelosa all'esterno, in genere munito di spallacci e di tasche, portato a tracolla dai pastori, usato per riporvi cibo e vestiario un suo capace zaino empissene anco, / che gli pendea, come a pastor, dal fianco [Ariosto]"", 'ZOOTECNIA  --  detto di mantello del cavallo, di colore uniforme scuro, senza macchie o peli bianchi il puledro zaino, rimasto orfano, non voleva darsi pace [Verga]', 'ZOOTECNIA  --  equino con il manto di tale colore']","['zai', 'no']",zàino, /ˈdzajno/,"['sostantivo maschile', 'aggettivo', 'sostantivo maschile']","['a zaino', 'pompa a zaino', 'serbatoio a zaino', 'zaino affardellato', 'fare lo zaino', 'affardellare lo zaino']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaino100
zaire,['MONETE  --  unità monetaria della Repubblica Democratica del Congo (Congo Leopoldville/Kinshasa)'],"['za', 'i', 're']",zaìre, /dzaˈire/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zaire100
zairiano,['RARO  --  zairese'],"['za', 'i', 'ria', 'no']",zairiàno, /dzaiˈrjano/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zairiano100
zama,"['METALLURGIA  --  lega metallica a elevato contenuto di zinco, contenente piccole quantità di rame, alluminio, magnesio e stagno, usata specialmente per la produzione di getti in conchiglia a pressofusione per la fabbricazione di rubinetterie, maniglie e simili che non richiedono grande resistenza meccanica']","['za', 'ma']",zàma, /ˈdzama/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zama100
zamberlucco,"[""ABBIGLIAMENTO  --  sopravveste ampia e lungafino ai piedi, con maniche strette e cappuccio, usata un tempo dai turchi e da altri popoli orientali né mai nel più gran ghiado m'imbacucco / nel zamberlucco Redi"", 'PER ESTENSIONE RARO SCHERZOSO  --    veste molto lunga e larga, palandrana la signora Lanucci si alzò da tavola e, indossato uno zambelucco sdruscito ma greve, attese [Svevo]']","['zam', 'ber', 'luc', 'co']",zamberlùcco, /dzamberˈlukko/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zamberlucco100
zambiano,"[""dello Zambia, stato dell'Africa centro–meridionale, corrispondente all'ex Rhodesia del Nord"", ""nativo o abitante dello Zambia, stato dell'Africa centro–meridionale, corrispondente all'ex Rhodesia del Nord""]","['zam', 'bia', 'no']",zambiàno, /dzamˈbjano/,"['aggettivo', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zambiano100
zambo,"[""ANTROPOLOGIA VOCE SPAGNOLA  --   meticcio nato dall'incrocio di un negro di origine africana con un indigeno indio americano""]","['zam', 'bo']",zambo, /ˈdzambo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zambo100
zampa,"['ciascuna delle gambe degli animali; più particolarmente, la parte che tocca terra', ""scherzoso la mano dell'uomo"", ""scherzoso le gambe dell'uomo""]","['zam', 'pa']",zàmpa, /ˈtsampa/,['sostantivo femminile'],"['tanto va la gatta al lardo che ci lascia lo zampino', 'zampa a gattella', ""organo a zampa d'oca"", 'a quattro gambe, a quattro zampe', 'gli animali a quattro zampe', 'il cane che ha rubato il lardo al cuoco, si tiene la coda fra le zampe al fuoco']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampa100
zampata,"['violento colpo dato da un animale con la zampa: colpire con una zampata il mulo lo colpì con una zampata | il leone ferì il domatore con una zampata | prendersi una zampata dal cavallo | atterrare qualcuno con una zampata | ferire con una zampata | uccidere con una zampata | la tigre gli diede una tremenda zampata nel petto', 'PER ESTENSIONE  --  (specialmente scherzoso) calcio o manata gli allungò una zampata sotto il tavolo | affibbiare una zampata a qualcuno', 'FIGURATO RARO  --   villania, comportamento scortese, sgarbato; provocazione gli rispose con una zampata | non risparmia a nessuno le sue zampate | non fa che dare zampate a tutti | a ogni gentilezza risponde con una zampata', ""orma, impronta lasciata dalla zampa di un animale si vedevano sulla neve le zampate dell'orso | le zampate della belva si arrestavano sulla riva del fiume | le zampate dei buoi sul terreno | le zampate del cavallo sul terreno"", 'SPREGIATIVO  --  impronta lasciata dai passi di una persona', 'FIGURATO  --  segno caratteristico, impronta caratteristica; atto, intervento o altro che rivela insieme forza, energia, decisione, genialità un romanzo in cui si nota la zampata del grande scrittore | nel film si nota la zampata del grande regista | non ha potuto reggere alla zampata finale del suo avversario']","['zam', 'pa', 'ta']",zampàta, /tsamˈpata/,['sostantivo femminile'],"['la zampata del leone', 'dare una zampata a qualcuno']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampata100
zampetta,"['diminutivo di zampa', 'piccola zampa, riferito specialmente a insetti o piccoli animali le zampette del passerotto']","['zam', 'pet', 'ta']",zampétta, /tsamˈpetta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampetta100
zampettare,"['(AVERE)di piccoli animali: camminare avanzando a rapidi e fitti passetti, quasi saltellando il cagnolino zampetta dietro al padrone', ""PER ESTENSIONE SCHERZOSO  -- (AVERE)  di persone, specialmente di bambini piccoli: camminare a passi piccoli e rapidi; sgambettare zampettava tutto allegro dietro alla madre | zampetta tutto il giorno e non si stanca mai | il piccino ha già cominciato a zampettare | ha poco più d'un anno, e già zampetta | la bimba zampetta nel cortile | «io non ci credo» — rispose l'elegante marchese, incominciando a zampettare qua e là nel salotto [Pratesi]""]","['zam', 'pet', 'ta', 're']",zampettàre, /tsampetˈtare/,['verbo intransitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampettare100
zampetto,"['diminutivo di zampa', ""MACELLERIA GASTRONOMIA  --   la zampa macellata e lessata del maiale, del vitello, dell'agnello zampetto di vitello | zampetto di maiale | zampetto di agnello | ho mangiato uno zampetto lesso di maiale""]","['zam', 'pet', 'to']",zampétto, /tsamˈpetto/,['sostantivo maschile'],['zampetto di lepre'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampetto100
zampillante,"['participio presente di zampillare nei significati del verbo', 'che zampilla una fontana zampillante | acque zampillanti', 'ARALDICA  --  attributo della fonte che getta acqua; si numerano i getti zampillante di 5 getti']","['zam', 'pil', 'lan', 'te']",zampillànte, /tsampilˈlante/,['participio presente e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampillante100
zampillare,"[""(ESSERE o AVERE) di acqua o di altro liquido: uscir fuori con impeto da un'apertura stretta, sgorgare formando uno zampillo: l'acqua zampilla dalla fessura, il sangue zampilla dalla ferita dal pozzo trivellato zampillò un getto di petrolio | il vino zampillò gorgogliando dal foro della botte | l'acqua zampilla dalla roccia | il sangue zampillava dalla ferita | l'acqua da viva pomice zampilla [Poliziano]"", 'PER ESTENSIONE  -- (ESSERE o AVERE)  emettere un getto di liquido una grande fontana zampillava al centro della piazza', 'FIGURATO RARO  -- (ESSERE o AVERE)   manifestarsi vivacemente, con impeto, in modo rapido e improvviso: un sorriso le zampillò dalle labbra mille immagini zampillavano dal suo cervello | un riso rapido e fresco le zampillava dal labbro [Palazzeschi]', ""RARO  --  far sgorgare, far uscir fuori in forma di zampillo la roccia zampilla acqua | la fonte zampilla un'acqua limpida | la fontana zampilla un getto d'acqua""]","['zam', 'pil', 'la', 're']",zampillàre, /tsampilˈlare/,"['verbo intransitivo', 'verbo transitivo']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampillare100
zampillo,"[""sottile getto d'acqua o di altro liquido, per lo più sottile, che sgorga con impeto da una stretta apertura, si innalza e poi ricade uno zampillo d'acqua | uno zampillo di sangue | gli zampilli della fontana | uno zampillo d'acqua s'innalzava al centro della vasca | arrestò lo zampillo di sangue con un tampone | dalla botte usciva il vino a zampilli | uno zampillo di sangue sgorgò dalla vena recisa | dalla fontana esce un sottile zampillo | uno zampillo di vino sprizzò dalla botte | ecco un fonte … con ben mille / zampilletti spruzzar l'erbe di stille Tasso"", 'FERROVIE  --  nelle locomotive a vapore: getto di vapore fatto effluire per mezzo di un tubo anulare forato, collocato nella camera del fumo delle caldaie, per attivarne il tiraggio quando la macchina è ferma o cammina a regolatore chiuso', 'MECCANICA RARO  --   nel carburatore: lo stesso che spruzzatore']","['zam', 'pil', 'lo']",zampìllo, /tsamˈpillo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampillo100
zampina,"['diminutivo di zampa', 'RARO  --  sostegno di ferro scalettato dello spiedo o girarrosto']","['zam', 'pi', 'na']",zampìna, /tsamˈpina/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampina100
zampino,"['diminutivo di zampa', 'zampa di un piccolo animale lo zampino del gatto | uno zampino di pollo | uno zampino di coniglio', ""FIGURATO  --  impronta, segno caratteristico, traccia evidente dell'intervento più o meno nascosto di qualcuno in una faccenda, specialmente a danno di altri o a proprio favore qui c'è il tuo zampino | dimmi la verità, qui c'è il tuo zampino"", 'PER ESTENSIONE RARO  --   artiglio, grinfia', 'GASTRONOMIA RARO  --   lo stesso, ma meno comune, che zampetto', 'BOTANICA REGIONALE  --   nome toscano della pianta altrimenti nota come pino marittimo (Pinus maritima o Pinus pinaster)', 'BOTANICA REGIONALE  --   nome toscano della pianta altrimenti nota come abete rosso (Picea excelsa)']","['zam', 'pi', 'no']",zampìno, /tsamˈpino/,"['sostantivo maschile', 'sostantivo maschile']","['ficcare, mettere lo zampino in qualcosa', 'il diavolo ci ha messo lo zampino', 'non metter lo zampino negli affari del vicino', 'tanto va la gatta al Iardo che ci lascia Io zampino']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampino100
zampirone,"['insettifugo a forma di spirale costituito da polvere di piretro compressa che, bruciando lentamente, tiene lontani zanzare e altri insetti molesti', 'SCHERZOSO  --  sigaretta o sigaro di tabacco forte e cattiva qualità, che dà fastidio a chi sta vicino al fumatore esca a fumare quello zampirone, che qui dà noia!']","['zam', 'pi', 'ro', 'ne']",zampiróne," /dzampiˈrone/, /tsampiˈrone/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampirone100
zampogna,"['strumento musicale a fiato di origine e carattere pastorale, dal medievale flauto di Pan, costituito da una o più canne sonore fissate in un otre di pelle che il suonatore mantiene gonfio soffiandovi dentro da un cannello tenuto in bocca', 'MUSICA RARO  --   siringa', 'MUSICA RARO  --   zufolo pastorale, piffero e suona una zampogna o zufolino Pulci', 'CACCIA  --  richiamo artificiale a fiato con cui si imita il verso della folaga', ""GERGALE  --  nel gergo carcerario, il corredo che ordinariamente viene consegnato ai detenuti, consistente nell'occorrente per dormire e per mangiare""]","['zam', 'po', 'gna']",zampógna," /tsamˈpoɲɲa/, /dzamˈpoɲɲa/",['sostantivo femminile'],"[""l'otre della zampogna""]",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=zampogna100
