parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
ubbioso,['pieno di ubbie'],"['ub', 'bio', 'so']",ubbióso," /ubˈbjoso/, /ubˈbjozo/",['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubbioso100
ubbriaco,['variante rara di ubriaco'],"['ub', 'bri', 'a', 'co']",ubbriàco, /ubbriˈako/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubbriaco100
ubere,"[""LETTERARIO  --  fertile, fecondo, ubertoso, verdeggiante; copioso Biella tra 'l monte e il verdeggiar de' piani / lieta guardante l'ubere convalle [Carducci]""]","['u', 'be', 're']",ùbere, /ˈubere/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubere100
ubero,"[""LETTERARIO  --  mammella il vecchio padre mio / il gregge m'insegnava di conducere, / e di tonsar le lane e munger gli uberi [Sannazzaro] | in vista al monte nevoso / che ha forma di ubero pieno [D'Annunzio]""]","['u', 'be', 'ro']",ùbero, /ˈubero/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubero100
uberta,"[""letterario detto di terreno l'essere fertile, fecondo""]","['u', 'ber', 'ta']",ubertà, /uberˈta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uberta100
ubertosita,"[""RARO  --  carattere, proprietà, condizione di ciò che è ubertoso; fertilità, abbondante capacità produttiva ubertosità d'un terreno | ubertosità di una regione | ubertosità di una valle | l'ubertosità della nostra pianura""]","['u', 'ber', 'to', 'si', 'ta']",ubertosità, /ubertosiˈta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubertosita100
ubertoso,"['fertile, fecondo']","['u', 'ber', 'to', 'so']",ubertóso," /uberˈtoso/, /uberˈtozo/",['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubertoso100
ubi,"[""LETTERARIO VOCE LATINA  --   luogo, sito io sentiva osannar di coro in coro / al punto fisso che li tiene a li ubi [Dante] | io l'ho visto / là 've s'appunta ogne ubi e ogne quando [Dante] | la parte / ubi la prim'ombra gitta il santo monte [Dante]"", 'Unione Bocciofila Italiana', 'Unione Buddista Italiana']","['u', 'bi']",ùbi, /ˈubi/,"['sostantivo maschile', 'sigla']",['ubi consistam'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubi100
ubicare,"['situare, porre in un luogo']","['u', 'bi', 'ca', 're']",ubicàre, /ubiˈkare/,['verbo transitivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubicare100
ubicato,"['participio passato di ubicare nei significati del verbo', 'posto, situato, collocato una casa male ubicata']","['u', 'bi', 'ca', 'to']",ubicàto, /ubiˈkato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubicato100
ubicazione,"['il luogo in cui è situato un edificio, un fondo e simili']","['u', 'bi', 'ca', 'zio', 'ne']",ubicazióne, /ubikatˈtsjone/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubicazione100
ubiquista,"['ECCLESIASTICO  --  lo stesso, ma meno comune, che ubiquitario', 'ECOLOGIA  --  detto di specie animale o vegetale, non legata a un determinato aggruppamento o paesaggio, diffusa ovunque; cosmopolita']","['u', 'bi', 'qui', 'sta']",ubiquìsta, /ubiˈkwista/,['agg. e s. maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubiquista100
ubiquita,"[""l'essere contemporaneamente presente in ogni luogo""]","['u', 'bi', 'qui', 'ta']",ubiquità, /ubikwiˈta/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubiquita100
ubiquitario,['presente in ogni luogo'],"['u', 'bi', 'qui', 'ta', 'rio']",ubiquitàrio, /ubikwiˈtarjo/,['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubiquitario100
ubriacamento,"[""RARO  --  l'ubriacarsi; ubriacatura"", 'PER ESTENSIONE  --  stordimento']","['u', 'bri', 'a', 'ca', 'men', 'to']",ubriacaménto, /ubriakaˈmento/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubriacamento100
ubriacare,"['rendere ubriaco', 'in senso figurato stordire; esaltare fino ad offuscare il giudizio', 'bere alcolici fino a diventare ubriaco, sbronzarsi, prendere una sbornia tutte le feste va a ubriacarsi | tutte le sere si ubriaca | se non smetti di ubriacarti finirai alcolizzato | quando si ubriaca ha la sbornia triste | fa il giro delle osterie e si ubriaca', 'FIGURATO  --  inebriarsi, eccitarsi ubriacarsi di gloria | ubriacarsi di felicità | ubriacarsi di film sciocchi | ubriacarsi di musica']","['u', 'bri', 'a', 'ca', 're']",ubriacàre, /ubriaˈkare/,"['verbo transitivo', 'verbo pronominale intransitivo']","['ubriacarsi di una donna di un uomo', 'ubriacarsi di luce di sole', 'ubriacarsi di sangue', 'il vino in casa non ubriaca', ""l'ultimo bicchiere non ubriaca"", 'vino in casa non ubriaca']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubriacare100
ubriacato,['participio passato di ubriacare nei significati del verbo'],"['u', 'bri', 'a', 'ca', 'to']",ubriacàto, /ubriaˈkato/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubriacato100
ubriacatura,"[""l'ubriacarsi, l'essere ubriaco anche in senso figurato""]","['u', 'bri', 'a', 'ca', 'tu', 'ra']",ubriacatùra, /ubriakaˈtura/,['sostantivo femminile'],"[""l'ubriacatura non è colpa del vino, ma di chi lo beve"", ""l'ubriacatura rivela ciò che è nascosto"", ""quando l'ubriacatura è passata, sopraggiunge il pentimento"", 'una buona ubriacatura, nove giorni dura']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubriacatura100
ubriachezza,['lo stato di chi è ubriaco; il vizio di ubriacarsi'],"['u', 'bri', 'a', 'chez', 'za']",ubriachézza, /ubriaˈkettsa/,['sostantivo femminile'],"[""l'eccesso della gioia divien tristezza e l'eccesso del vin ubriachezza""]",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubriachezza100
ubriaco,"[""di persona che si trova in stato di alterazione mentale a causa di un'intossicazione da alcol"", 'fuori di sé, eccitato', 'stordito']","['u', 'bri', 'a', 'co']",ubriàco, /ubriˈako/,['aggettivo e sostantivo maschile'],"['andatura da ubriaco', 'chi pecca ubriaco, fa penitenza digiuno', 'chi va a letto ubriaco, si alza invecchiato', 'di quello che fai da ubriaco te ne penti da sobrio', 'Dio aiuta tre sorte di gente: i pazzi, i bimbi e gli ubriachi', 'gente ubriaca, vede doppio', ""la mattina dopo, l'ubriaco giura sempre di diventare sobrio"", 'la vista di un ubriaco è la miglior lezione di sobrietà', 'mai litigare con gli ubriachi', 'non puoi avere botte piena e moglie ubriaca', 'non si può avere la botte piena e la moglie ubriaca', 'quando il principe è brillo, il popolo è ubriaco', ""quando l'ubriaco dorme, non bisogna svegliarlo"", ""quel che il sobrio ha nel cuore, l'ubriaco ha sulla lingua"", 'una notte ubriaca fa un mattino nuvoloso', 'volere la botte piena e la moglie ubriaca']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubriaco100
ubriacone,"['accrescitivo di ubriaco', 'chi si ubriaca abitualmente, beone']","['u', 'bri', 'a', 'co', 'ne']",ubriacóne, /ubriaˈkone/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ubriacone100
uccellaccio,"['spregiativo di uccello', 'ARCAICO  --  uccello rapace, che si nutre di carogne o di piccoli mammiferi se non fia chi me lo vieti, / farò di lui mille uccellacci lieti [Ariosto]', 'FIGURATO  --  chi pronostica disgrazie e porta perciò sfortuna', 'ARCAICO  --  persona semplice e sciocca, balordo, gonzo, scioccone']","['uc', 'cel', 'lac', 'cio']",uccellàccio, /utʧelˈlatʧo/,['sostantivo maschile'],"['uccellaccio del malaugurio, di cattivo augurio']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellaccio100
uccellagione,"[""l'uccellare; anche gli uccelli presi a caccia""]","['uc', 'cel', 'la', 'gio', 'ne']",uccellagióne, /utʧellaˈʤone/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellagione100
uccellaia,['luogo o installazione per la cattura degli uccelli'],"['uc', 'cel', 'la', 'ia']",uccellàia, /utʧelˈlaja/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellaia100
uccellaio,"['CACCIA RARO  --   chi vende uccelli vivi, da tenere in gabbia o da usare come richiamo']","['uc', 'cel', 'la', 'io']",uccellàio, /utʧelˈlajo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellaio100
uccellanda,['appostamento fisso per la cattura degli uccelli'],"['uc', 'cel', 'lan', 'da']",uccellànda, /utʧelˈlanda/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellanda100
uccellare,"['CACCIA ARCAICO  --   appostamento per la cattura di uccelli vivi, costituito da reti, panie, richiami, ecc.; uccellanda partitomi del bosco, io me ne vo ad una fonte, e di quivi in un mio uccellare Machiavelli | allettamenti coi quali sono tratti alle reti e alle panie, negli uccellari e paretai Leopardi', ""CACCIA  -- (AVERE) andare a caccia di uccelli, con reti, trappole, panie, richiami e simili, e in genere con sistemi che non comportino l'uso delle armi uccellare ai tordi | uccellare ai fringuelli | uccellare alle allodole | uccellare col falcone | andare a uccellare | questa è la stagione di uccellare | in niuna altra cosa il suo tempo spendeva che in uccellare e in cacciare [Boccaccio]"", ""FIGURATO ARCAICO  -- (AVERE)  cercare di ottenere qualcosa con ogni mezzo, specialmente con trucchi e inganni uccellare a cariche | uccellare a stipendi | uccellare a guadagni | uccellare agli onori | l'inganno: non invidiava, non uccellava le ricchezze altrui Muratori"", 'ARCAICO  -- (AVERE) amoreggiare', 'LETTERARIO  --  ingannare, con insidie e lusinghe, beffare, gabbare, raggirare li quali spesse volte, mentre altrui si credono uccellare, dopo il fatto sé da altrui essere stati uccellati conoscono [Boccaccio] | gli uomini che lusingano le ragazze da marito, e quelle pettegole le quali stanno alla finestra ad uccellarli [Verga]']","['uc', 'cel', 'la', 're']",uccellàre, /utʧelˈlare/,"['sostantivo maschile', 'verbo intransitivo', 'verbo transitivo']","['non uccellare a pispole', 'uccellare alle cime', 'chi va per uccellar, resta impaniato', ""sul più bello dell'uccellare muore la civetta""]",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellare100
uccellato,"['participio passato di uccellare nei significati del verbo', 'FIGURATO ARCAICO  --   beffato, burlato, ingannato rimanere uccellato', 'TESSITURA ARCAICO  --   detto di tessuto, specialmente di lino, dipinto od operato con figure di uccelli', 'seta uccellata', 'tessuto uccellato']","['uc', 'cel', 'la', 'to']",uccellàto, /utʧelˈlato/,"['participio passato e aggettivo', 'aggettivo e sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellato100
uccellatoio,"['CACCIA  --  lo stesso, ma meno comune, che uccellanda', 'toponimo di un poggio a nord di Firenze, a poca distanza da Pratolino, ricordato da Dante nel canto XV del Paradiso non era vinto ancora Montemalo / dal vostro Uccellatoio [Dante]']","['uc', 'cel', 'la', 'to', 'io']",uccellatóio, /utʧellaˈtojo/,"['sostantivo maschile', 'nome proprio maschile']","[""mandare qualcuno all'uccellatoio""]",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellatoio100
uccellatore,['chi pratica la caccia agli uccelli per prenderli vivi'],"['uc', 'cel', 'la', 'to', 're']",uccellatóre, /utʧellaˈtore/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellatore100
uccelletto,"['diminutivo di uccello', ""uccello di piccola taglia, svelto e grazioso, con valore vezzeggiativo quivi s'odono gli uccelletti cantare [Boccaccio]"", '(specialmente al plurale) piccolo uccello, specialmente come cacciagione uccelletti allo spiedo | uccelletti con la polenta']","['uc', 'cel', 'let', 'to']",uccellétto, /utʧelˈletto/,['sostantivo maschile'],"['uccelli, uccelletti, uccellini scappati', ""all'uccelletto"", 'uccelletti scappati']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccelletto100
uccelliera,['luogo chiuso o grande gabbia in cui si tengono uccelli'],"['uc', 'cel', 'lie', 'ra']",uccellièra, /utʧelˈljɛra/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccelliera100
uccellina,"['MARINERIA  --  nome generico di tutte le vele volanti, ma in special modo gli stralli e stralletti degli alberi di velaccio e controvelaccio', ""MARINERIA  --  sulle imbarcazioni a vela da diporto, fiocco volante alzato molto in alto sullo strallo, usato in crociera perché consente una migliore visibilità verso prua rispetto ai fiocchi normali; se l'inferitura è molto lunga, è chiamato anche yankee"", 'MARINERIA  --  lo stesso, ma meno comune, che gabbiola']","['uc', 'cel', 'li', 'na']",uccellìna, /utʧelˈlina/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellina100
uccellino,"['ARCAICO  --  di uccello', 'diminutivo di uccello', 'uccello di piccola mole, o appena nato o non ancora atto al volo una nidiata di uccellini | gli uccellini pigolavano nel nido | un nido pieno di uccellini', 'CACCIA GASTRONOMIA  --   uccello di piccole dimensioni, specialmente in quanto cacciagione uccellini al tegame | uccellini allo spiedo | tenere gli uccellini in gabbia | guardar volare gli uccellini | catturare gli uccellini con la pania | li occhi per la fronda verde / ficcava ïo sì come far suole / chi dietro a li uccellin sua vita perde [Dante]']","['uc', 'cel', 'li', 'no']",uccellìno, /utʧelˈlino/,"['aggettivo', 'sostantivo maschile']","['uccelli, uccelletti, uccellini scappati', 'uccellini scappati', 'uccello, uccellino scappato', 'uccellini scappati', 'tanto caca un bue, quanto un uccellino']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccellino100
uccello,"[""ORNITOLOGIA  --  nome comune e generico delle varie specie di animali appartenenti alla classe degli Uccelli, di varie dimensioni, con arti anteriori costituiti da ali, nella maggior parte dei casi atti al volo, ovipari, con corpo ricoperto di penne e piume, dotati di becco corneo e zampe ungulate sentire cinguettare gli uccelli | essere vispo, lesto come un uccello | fare l'uccello del malaugurio | uccello da richiamo | uccelli trampolieri | mangiare polenta e uccelli | essere libero come un uccello | il cinguettio degli uccelli | sembra un uccello uscito dal nido | uccello stanziale | osservare il volo degli uccelli | uccello di transito | un arrosto girato di uccelli | uccelli di passo | uccelli rampicanti | uccelli allo spiedo | ascoltare il canto degli uccelli | gli uccelli fanno il nido | uccello di gabbia | le migrazioni degli uccelli | cacciare gli uccelli con le reti | uccelli di rapina | uccelli acquatici | uccello diurno | il verso degli uccelli | gli uccelli cinguettano | trovare un nido di uccelli | uccello terragnolo | uccelli del malaugurio | uccelli canori | uccelli rapaci | il canto degli uccelli | gli uccelli passavano a grandi stormi | andare a caccia di uccelli | uccello di voliera | il volo di uno stormo di uccelli | cacciare gli uccelli col fucile | uccelli predatori | star come l'uccello sulla frasca | uccello notturno | vispo come un uccello | il volo degli uccelli | gli uccelli per lo più si dimostrano nei moti e nell'aspetto lietissimi Leopardi"", 'FIGURATO  --  in molti usi figurati, è simbolo, di volta in volta, di libertà, di vitalità, di rapidità, di armoniosità del canto, a seconda del contesto', 'POPOLARE VOLGARE  --   pene, membro virile', 'ARCAICO  --  sempliciotto, minchione, babbeo sciocco parendogli che fosse un nuovo uccellone, tutto il venne considerando [Boccaccio]', 'ORNITOLOGIA  --  ogni animale della classe degli Uccelli', ""ORNITOLOGIA  --  (con iniziale maiuscola) classe di animali omeotermi del phylum dei Vertebrati, dal corpo coperto di penne e piume, con arti anteriori trasformati in ali quasi sempre atte al volo, deambulanti su due arti posteriori rivestiti di squame cornee e talvolta palmati, polmoni con vie aeree tra loro anastomizzate e provvisti di diverticoli che occupano varie parti del corpo e l'interno delle ossa, circolazione del sangue doppia, ovipari, e provvisti di becco""]","['uc', 'cel', 'lo']",uccèllo, /utˈʧɛllo/,"['sostantivo maschile', 'sostantivo maschile', 'sostantivo maschile plurale']","['uccello delle tempeste codaforcuta', 'uccelli di ruspo', 'uccelli, uccelletti, uccellini scappati', 'uccelli stinfalidi', 'uccello escubitore', 'uccelli di doppio passo', 'uccelli di passo', 'abbrustolire uccelli, polli, e simili', 'uccello parasole', 'uccello barbuto', 'uccello delle tempeste', 'uccello del paradiso', 'uccello indiano o del Paradiso', 'uccello del sole', 'uccello fetente', 'uccello lira', 'uccello mosca', 'uccello sarto', 'uccello serpente o uccello biscia', 'uccello topo', 'uccello di Giove', 'uccello di Giunone', 'uccello di Minerva', 'uccello di Venere', 'uccel di bosco', 'uccel di gabbia', 'uccello del malaugurio', ""a volo d'uccello"", 'uccello di passo, di transito', 'uccello di ripa o limicolo', 'uccello, uccellino scappato', 'uccello tessitore', 'libero come un uccello', ""stare come l'uccello sulla frasca"", 'essere, sembrare un uccello fuori del nido, caduto dal nido', '(uccello da) richiamo', 'uccelli canori', 'uccelli rapaci o di rapina', 'vispo come un uccello', 'uccello di san Pietro', 'uccelli acquatici', 'uccelli trampolieri', 'uccelli migratori', 'uccelli pelagici', 'uccelli rampicanti', 'polenta e (o con) uccelli', 'uccello divino', 'uccello combattente', 'uccello di santa Maria', 'uccelli pelagici', 'uccelli inanellati', 'uccello dagli occhiali', 'uccello dello zucchero', 'uccello ombrellato o parasole o toro', 'uccello gatto', ""re d'uccelli"", 'uccello delle tempeste', 'è l’uccello più veloce che afferra il verme', 'è meglio essere uccel di bosco, che uccel di gabbia', 'Genova, aria senza uccelli, mare senza pesce, monti senza legna, uomini senza rispetti', 'gli uccelli che sono nel suo nido a tutti si rivoltano', 'gli uccelli dalle stesse piume devono stare nello stesso nido', ""la bella gabbia non nutrisce l'uccello"", ""la domenica dell'ulivo, ogni uccello fa il suo nido"", 'la mala femmina è come il vischio, non lo tocca uccello che non ci lasci le penne', ""la troppa curiosità spinge l'uccello nella rete"", ""le belle penne fanno il bell'uccello"", ""l'uccello dal becco grosso non può cantare fine"", ""l'uccello in gabbia è come un uom sposato"", ""l'uccello mattiniero cattura il verme"", ""l'uomo fu creato per lavorare e gli uccelli per volare"", 'meglio fra il canto degli uccelli che fra il suono delle arpe', ""mogli che non contraddicono e galline che facciano le uova d'oro, sono uccelli rari"", 'non ogni uccello conosce il buon grano', 'non tutti gli uccelli cantano', 'non tutti gli uccelli hanno lo stesso canto', 'ogni triste uccello ha la lingua per coltello', 'ogni uccel fà il suo canto', 'ogni uccello canta meglio nel suo nido che in quello degli altri', 'ogni uccello conosce il grano', 'ogni uccello è buon pel becco suo', 'ogni uccello fa festa al suo nido', ""ogni uccello, d'agosto è beccafico"", 'per ogni uccello il suo nido è bello', 'per santa Teresa prepara la tesa (degli uccelli)', ""povero quell'uccello che capita in mano a un altro uccello"", ""quanto più l'uccello è vecchio, tanto più malvolentieri lascia le piume"", 'rete nuova non piglia uccello vecchio', ""rossa di capelli, golosa d'uccelli"", 'se a febbraio vedi gli uccelli grassi, aspettati un freddo che spacca i sassi', 'se il maiale volasse non ci sarebbe uccel che lo passasse', 'se sei un uccello sarai spennato, se sei un asino sarai scorticato', ""tristo è quell'uccello che ha bisogno dell'altrui penne per volare"", ""tristo è quell'uccello che nasce in cattiva valle"", 'uccello che non canta non dà augurio', 'uccello in gabbia non canta per amor, canta per rabbia', 'uccello raro ha nido raro', 'uccello sicuro è facile da pigliare', 'un uccello ammaliziato non dà retta alla civetta', 'una giovine in mano a un vecchio, un uccello in mano a un ragazzo, un cavallo in mano a un frate, son tre cose strapazzate', 'uomo ammogliato, uccello in gabbia']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccello100
uccidere,"['privare della vita', 'far perire, abbattere, opprimere', 'togliersi la vita, suicidarsi uccidersi col gas', 'perdere la vita, morire si è ucciso in un incidente', '(reciproco) darsi vicendevolmente la morte si sono uccisi in duello']","['uc', 'ci', 'de', 're']",uccìdere, /utˈʧidere/,"['verbo transitivo', 'verbo pronominale intransitivo']","[""chi tutti sprezza, offende, insulta e sfida, pare che vada cercando uno che l'uccida"", 'chi vuol uccidere la superbia, la disprezzi', ""credenza è morta, il mal pagar l'uccise"", 'il dolore non invecchia, o cessa o uccide', 'il potere senza consiglio, sé stesso uccide', ""l'acqua d'aprile, il bue ingrassa, il porco uccide, e la pecora se ne ride"", ""l'orgoglio unito a molte virtù le uccide tutte"", 'ne uccide (o ne ammazza) più la gola che la spada', 'ne uccide più la lingua che la spada', ""nel febbraio la beccaccia fa il nido, nel marzo tre o quattro, nell'aprile pieno il covile, nel maggio tra le frasche, nel giugno come un pugno, nell'agosto non ucciderla al corso"", ""non vendere la pelle dell'orso finché non l'hai ucciso"", ""piccola palla spinta da un fucile, cosi uccide l'eroe, come l'uom vile"", 'solo la morte può uccidere la speranza', 'taglia (o ne uccide) più la lingua che la spada', 'una cattiva ferita si può guarire, ma la cattiva reputazione uccide']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccidere100
uccisione,"[""l'uccidere, l'essere ucciso""]","['uc', 'ci', 'sio', 'ne']",uccisióne, /utʧiˈzjone/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccisione100
ucciso,['participio passato di uccidere nei significati del verbo'],"['uc', 'ci', 'so']",uccìso, /utˈʧizo/,['participio passato e aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ucciso100
uccisore,['chi uccide'],"['uc', 'ci', 'so', 're']",uccisóre, /utʧiˈzore/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=uccisore100
ucraino,"[""dell'Ucraina, repubblica dell'Europa orientale già facente parte dell'Unione Sovietica territorio ucraino | tradizioni ucraine | la steppa ucraina | la capitale ucraina | la popolazione ucraina | la lingua ucraina | grano ucraino | coltivazioni ucraine"", ""nativo o abitante dell'Ucraina, repubblica dell'Europa orientale già facente parte dell'Unione Sovietica"", 'LINGUISTICA  --  la lingua parlata in Ucraina, appartenente al gruppo delle lingue slave orientali, detta anche ruteno o piccolo russo']","['u', 'cra', 'i', 'no', '', '']","ucraìno, ucràino"," /ukraˈino/, /uˈkrajno/","['aggettivo', 'sostantivo maschile', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ucraino100
ucronico,"[""LETTERATURA  --  relativo all'ucronia; costruito con la tecnica dell'ucronia; che si basa su dati ipotetici o fantastici ricostruzione storica ucronica | romanzo ucronico""]","['u', 'cro', 'ni', 'co']",ucrònico, /uˈkrɔniko/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ucronico100
